Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Max PSI North,Avg PSI North
2017,4,Khatib,4.0,3.0,2.0,50.0,0.0,11.971428571428573,7.5,10.5,15.0,26.1,32.1,22.8,5.242857142857141,33.8,52.0,37.07453416149068
2017,5,Khatib,2.0,2.0,2.0,25.6,0.0,11.2,21.4,22.0,25.0,27.042857142857148,33.3,23.7,4.414285714285714,29.5,62.0,44.5875
2017,6,Khatib,3.0,2.0,1.0,13.6,2.5,8.05,5.6,6.2,7.0,27.4,33.9,23.6,5.85,36.0,63.0,52.40287769784173
2017,7,Khatib,3.0,2.5,2.0,,,,,,,27.025,32.9,23.1,6.725,32.4,58.0,52.808
2017,8,Khatib,2.0,1.5,1.0,47.8,0.0,10.771428571428574,24.8,43.0,47.8,27.057142857142853,32.7,23.1,4.685714285714286,33.8,63.0,54.0566037735849
2017,9,Khatib,1.0,0.5,0.0,23.6,0.2,7.77142857142857,8.4,11.8,13.6,26.685714285714287,31.9,23.7,5.342857142857143,35.3,63.0,47.5776397515528
2017,10,Khatib,2.0,1.0,0.0,10.6,0.0,2.4285714285714284,9.2,9.2,10.6,27.3,33.4,23.9,5.4,28.4,65.0,59.888198757763966
2017,11,Khatib,2.0,1.0,0.0,15.8,0.0,3.0,14.0,15.8,15.8,28.0,34.9,24.0,4.642857142857143,30.2,79.0,68.26875
2017,12,Khatib,0.0,0.0,0.0,54.8,0.0,10.542857142857144,42.4,49.8,54.8,27.885714285714283,35.2,23.8,4.471428571428572,38.5,75.0,60.23684210526316
2017,13,Khatib,,,,8.4,0.0,2.771428571428572,8.4,8.4,8.4,26.942857142857147,33.0,24.0,3.6571428571428566,25.9,65.0,56.776397515527954
2017,14,Khatib,4.0,3.5,3.0,9.0,0.0,3.542857142857143,8.6,9.0,9.0,27.75714285714286,34.7,23.4,3.6571428571428575,34.6,56.0,52.72072072072072
2017,15,Khatib,2.0,1.0,0.0,47.8,0.0,9.514285714285714,34.0,45.6,47.6,28.0,34.1,24.5,4.114285714285714,25.6,69.0,59.44736842105264
2017,16,Khatib,3.0,2.5,2.0,32.6,0.0,8.371428571428572,13.4,21.8,31.0,27.383333333333336,34.1,23.3,3.4857142857142853,36.4,95.0,66.81012658227849
2017,17,Khatib,5.0,3.5,2.0,11.6,0.0,4.0,10.4,11.0,11.2,27.385714285714286,34.1,23.8,3.4857142857142858,25.6,81.0,68.11801242236025
2017,18,Khatib,3.0,3.0,3.0,15.4,0.0,4.171428571428572,12.8,15.4,15.4,28.0,33.1,25.1,3.3285714285714287,33.1,83.0,64.24844720496894
2017,19,Khatib,2.0,1.5,1.0,10.5,0.0,1.871428571428572,10.5,10.5,10.5,28.257142857142853,33.5,24.6,3.814285714285714,24.5,64.0,55.68944099378882
2017,20,Khatib,1.0,0.5,0.0,30.2,0.0,6.566666666666666,15.6,17.0,17.0,28.325,33.6,25.3,4.966666666666667,30.6,57.0,51.72611464968153
2017,21,Khatib,4.0,3.5,3.0,35.2,0.0,8.700000000000001,20.0,27.0,30.0,27.883333333333336,33.3,23.6,4.266666666666667,40.7,67.0,54.9136690647482
2017,22,Khatib,11.0,8.5,6.0,20.8,0.0,5.8,12.0,13.6,19.4,28.52857142857143,34.5,23.0,4.314285714285714,42.8,61.0,49.7888198757764
2017,23,Khatib,5.0,3.5,2.0,5.5,0.0,1.0714285714285714,3.5,4.0,4.5,29.071428571428577,34.4,24.4,4.557142857142859,27.4,62.0,55.74193548387096
2017,24,Khatib,3.0,2.5,2.0,47.8,0.0,9.885714285714283,15.2,17.4,26.0,28.157142857142855,34.5,23.6,4.1571428571428575,34.2,73.0,53.1375
2017,25,Khatib,2.0,2.0,2.0,2.0,0.0,0.5428571428571428,0.8,1.6,2.0,27.8,33.3,24.1,3.6428571428571432,51.1,64.0,53.73248407643312
2017,26,Khatib,5.0,3.6666666666666665,2.0,5.2,0.0,1.8,4.8,4.8,5.0,27.271428571428572,33.7,23.8,3.7428571428571433,25.2,67.0,53.937888198757754
2017,27,Khatib,7.0,6.5,6.0,21.4,0.0,5.0857142857142845,11.4,11.8,11.8,27.285714285714285,32.5,23.7,4.1,32.8,57.0,51.08074534161491
2017,28,Khatib,4.0,2.0,0.0,63.0,0.0,10.77142857142857,34.5,46.5,58.5,27.12857142857143,33.7,22.7,4.5857142857142845,31.7,62.0,52.534161490683225
2017,29,Khatib,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.771428571428572,33.5,24.6,5.557142857142856,29.5,60.0,52.664596273291934
2017,30,Khatib,3.0,2.5,2.0,8.0,0.0,1.1428571428571428,8.0,8.0,8.0,29.04285714285714,33.3,24.5,6.171428571428571,33.5,65.0,57.20125786163522
2017,31,Khatib,1.0,0.5,0.0,5.5,0.0,0.9285714285714286,5.5,5.5,5.5,29.37142857142857,34.0,24.9,7.1,42.1,60.0,54.08074534161491
2017,32,Khatib,4.0,4.0,4.0,58.4,0.2,14.066666666666668,35.4,53.2,56.6,27.21428571428571,32.8,23.6,3.957142857142857,29.5,58.0,50.2111801242236
2017,33,Khatib,3.0,1.5,0.0,52.2,0.0,9.9,36.0,42.2,47.4,27.16,32.9,22.7,4.366666666666666,28.1,59.0,51.56521739130435
2017,34,Khatib,0.0,0.0,0.0,7.2,0.0,1.3,6.6,6.8,6.8,28.24,32.9,25.2,5.333333333333333,29.9,58.0,47.65217391304348
2017,35,Khatib,1.0,0.5,0.0,3.6,0.0,0.8857142857142858,2.8,3.6,3.6,28.228571428571428,34.1,24.9,5.271428571428571,26.6,66.0,55.322981366459636
2017,36,Khatib,2.0,1.5,1.0,39.8,0.0,10.857142857142856,25.0,37.6,39.0,27.6,33.2,23.8,3.971428571428572,31.0,62.0,52.47826086956522
2017,37,Khatib,2.0,1.0,0.0,5.8,0.0,1.8571428571428568,3.2,4.0,4.0,27.771428571428572,33.5,23.6,4.014285714285714,28.4,80.0,62.64596273291925
2017,38,Khatib,0.0,0.0,0.0,16.6,0.0,7.8,16.6,16.6,16.6,27.142857142857146,32.5,23.1,3.9142857142857146,37.1,64.0,53.50625
2017,39,Khatib,0.0,0.0,0.0,23.2,0.0,9.828571428571427,22.4,23.2,23.2,27.128571428571433,32.8,23.3,3.171428571428572,35.3,70.0,60.60869565217392
2017,40,Khatib,3.0,1.5,0.0,72.6,0.0,15.028571428571427,60.4,70.8,72.2,26.74285714285714,34.3,23.2,3.2142857142857144,27.4,71.0,61.45962732919254
2017,41,Khatib,0.0,0.0,0.0,27.6,0.0,6.3428571428571425,24.8,26.8,27.4,28.066666666666666,34.5,23.4,3.585714285714286,33.5,71.0,53.490683229813655
2017,42,Khatib,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.457142857142852,35.2,24.7,3.585714285714286,28.1,78.0,65.88819875776397
2017,43,Khatib,2.0,2.0,2.0,28.8,0.0,5.057142857142857,26.8,28.4,28.8,27.500000000000004,34.6,24.0,3.2857142857142856,36.7,80.0,67.22981366459628
2017,44,Khatib,2.0,2.0,2.0,37.8,0.0,9.942857142857145,30.8,34.4,35.0,27.157142857142855,33.5,23.0,3.3000000000000003,34.2,67.0,55.8695652173913
2017,45,Khatib,1.0,0.5,0.0,93.0,1.4,31.714285714285715,52.2,63.4,75.8,26.242857142857147,32.6,23.3,3.0999999999999988,33.1,62.0,55.006211180124225
2017,46,Khatib,1.0,1.0,1.0,,,,,,,,,,,,71.0,55.95333333333333
2017,47,Khatib,1.0,1.0,1.0,,,,,,,,,,,,68.0,52.34782608695652
2017,48,Khatib,1.0,0.5,0.0,,,,,,,,,,,,58.0,44.83850931677019
2017,49,Khatib,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,28.7,33.9,25.1,4.3,17.6,64.0,53.596273291925456
2017,50,Khatib,0.0,0.0,0.0,37.5,0.0,16.557142857142857,26.5,33.0,34.5,26.775,33.0,23.7,4.228571428571429,41.8,63.0,59.534161490683225
2017,51,Khatib,5.0,2.5,0.0,42.4,0.0,8.571428571428571,19.4,21.4,22.2,27.342857142857145,33.2,23.9,6.128571428571428,36.0,63.0,55.71974522292994
2017,52,Khatib,7.0,7.0,7.0,111.8,0.0,22.525,35.0,39.8,61.0,26.925,32.5,23.7,4.875,34.6,55.0,47.14207650273224
2018,1,Khatib,2.0,2.0,2.0,92.0,0.0,19.066666666666666,21.0,30.6,42.4,26.157142857142855,32.0,23.5,3.6428571428571432,25.6,57.0,43.27173913043478
2018,2,Khatib,0.0,0.0,0.0,88.4,7.8,30.485714285714288,27.0,53.2,70.2,24.357142857142854,33.1,21.5,5.299999999999999,33.5,54.0,38.745222929936304
2018,3,Khatib,3.0,1.5,0.0,34.4,0.0,5.971428571428572,29.8,30.4,30.4,26.814285714285717,33.9,22.6,4.928571428571429,29.9,57.0,47.378881987577635
2018,4,Khatib,3.0,2.5,2.0,56.8,0.0,20.057142857142857,38.2,54.0,56.0,27.02857142857143,33.2,21.8,4.314285714285715,35.6,52.0,46.837662337662344
2018,5,Khatib,2.0,1.0,0.0,57.4,0.0,15.542857142857144,46.6,57.4,57.4,27.357142857142854,34.3,22.4,6.114285714285715,70.9,55.0,47.64285714285714
2018,6,Khatib,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.785714285714285,32.9,23.3,7.514285714285713,36.7,66.0,57.94409937888199
2018,7,Khatib,10.0,7.0,4.0,34.2,0.0,6.428571428571429,33.8,33.8,34.2,27.514285714285712,33.8,23.2,6.599999999999999,37.1,69.0,56.34782608695652
2018,8,Khatib,6.0,4.5,3.0,3.2,0.0,0.8285714285714286,2.6,2.6,3.2,27.57142857142857,33.7,24.2,6.371428571428572,31.7,65.0,44.98
2018,9,Khatib,4.0,3.0,2.0,92.6,0.0,19.142857142857142,50.0,89.8,92.2,27.614285714285717,34.2,23.8,5.342857142857143,28.8,54.0,44.67741935483871
2018,10,Khatib,5.0,3.5,2.0,18.2,0.0,4.542857142857144,10.0,14.8,17.6,27.714285714285715,33.8,23.6,5.914285714285714,39.2,56.0,45.06666666666667
2018,11,Khatib,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,35.1,24.4,6.185714285714285,31.3,57.0,51.352201257861644
2018,12,Khatib,0.0,0.0,0.0,2.0,0.0,0.3428571428571429,1.2,1.6,1.6,28.54285714285714,34.5,24.5,5.814285714285713,32.4,65.0,49.72670807453416
2018,13,Khatib,0.0,0.0,0.0,20.0,0.0,7.114285714285715,16.4,18.8,19.2,26.800000000000004,34.1,22.9,4.214285714285714,29.9,72.0,54.54375
2018,14,Khatib,3.0,1.5,0.0,21.0,0.0,3.0,13.0,17.6,19.4,28.46666666666667,34.3,25.0,5.6571428571428575,30.6,70.0,60.404958677685954
2018,15,Khatib,6.0,5.5,5.0,28.8,0.0,4.6571428571428575,26.4,28.2,28.8,28.58,34.9,24.5,5.6000000000000005,31.7,59.0,49.02564102564103
2018,16,Khatib,3.0,2.5,2.0,9.6,0.0,2.4,5.4,5.6,9.4,27.75,34.3,24.7,4.325,33.8,56.0,46.94409937888199
2018,17,Khatib,8.0,4.5,1.0,27.4,0.0,8.066666666666668,10.8,20.0,23.6,27.8,34.3,22.4,3.583333333333333,34.2,60.0,54.18867924528302
2018,18,Khatib,8.0,8.0,8.0,22.2,0.0,6.542857142857144,20.6,22.0,22.2,27.657142857142862,34.6,24.0,3.628571428571429,40.7,64.0,51.633540372670815
2018,19,Khatib,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,34.2,24.9,5.48,27.7,59.0,42.763975155279496
2018,20,Khatib,2.0,1.0,0.0,60.6,0.2,15.6,23.6,40.2,55.6,27.13333333333333,33.5,22.7,3.25,34.6,77.0,45.509316770186345
2018,21,Khatib,3.0,3.0,3.0,12.6,1.0,5.428571428571429,8.2,9.6,9.6,27.771428571428572,34.0,24.0,3.6428571428571432,26.6,74.0,52.453416149068325
2018,22,Khatib,2.0,1.5,1.0,38.8,0.0,11.314285714285711,21.6,31.8,35.2,27.557142857142853,33.1,22.7,3.0857142857142854,27.0,70.0,52.0
2018,23,Khatib,1.0,0.5,0.0,1.2,0.0,0.17142857142857146,1.0,1.2,1.2,29.12857142857143,34.2,24.0,4.1571428571428575,32.4,66.0,54.422360248447205
2018,24,Khatib,5.0,2.5,0.0,42.0,0.0,8.4,37.8,41.6,41.8,28.2,33.6,21.8,4.114285714285714,34.9,57.0,45.45962732919254
2018,25,Khatib,8.0,7.0,6.0,28.0,0.0,9.228571428571428,23.6,26.8,27.8,27.02857142857143,32.9,23.5,3.7428571428571433,31.7,63.0,44.23125
2018,26,Khatib,9.0,7.0,5.0,28.0,0.0,10.485714285714286,16.2,19.6,23.6,26.02857142857143,32.4,22.5,3.085714285714286,25.6,51.0,35.724137931034484
2018,27,Khatib,10.0,8.5,7.0,25.0,0.0,3.6857142857142855,11.0,15.4,16.6,27.728571428571428,32.5,22.3,4.542857142857144,29.9,61.0,46.09352517985612
2018,28,Khatib,10.0,8.0,6.0,8.0,0.0,2.2,5.0,5.6,6.0,28.014285714285712,34.0,22.2,4.628571428571427,44.6,68.0,51.7888198757764
2018,29,Khatib,5.0,4.5,4.0,19.6,0.0,3.171428571428572,14.0,18.8,19.2,28.428571428571434,32.6,23.8,5.0,26.6,66.0,61.433566433566426
2018,30,Khatib,8.0,4.5,1.0,20.4,0.0,2.914285714285714,13.4,19.6,20.4,28.799999999999994,33.4,23.5,5.028571428571428,29.5,63.0,56.068322981366464
2018,31,Khatib,10.0,8.0,6.0,27.2,0.0,6.114285714285713,18.8,23.2,26.6,27.385714285714283,32.2,23.3,4.5285714285714285,31.3,63.0,53.81366459627329
2018,32,Khatib,5.0,3.5,2.0,4.0,0.0,0.5714285714285714,3.2,3.6,3.6,28.271428571428572,33.7,22.1,5.1714285714285735,48.6,67.0,60.72049689440993
2018,33,Khatib,11.0,7.0,3.0,0.8,0.0,0.20000000000000004,0.8,0.8,0.8,29.28,33.7,25.4,6.616666666666667,29.2,67.0,61.35185185185186
2018,34,Khatib,13.0,13.0,13.0,75.4,0.0,12.2,21.4,21.6,39.0,27.885714285714283,33.6,24.0,5.057142857142857,36.4,63.0,53.83850931677018
2018,35,Khatib,24.0,19.0,14.0,20.2,0.0,5.057142857142857,16.0,17.0,20.2,27.328571428571426,33.3,23.2,5.614285714285713,39.2,62.0,52.5125
2018,36,Khatib,23.0,18.5,14.0,25.6,0.0,11.428571428571427,17.2,19.4,25.0,26.37142857142857,32.5,22.1,5.457142857142856,35.6,64.0,53.88198757763975
2018,37,Khatib,22.0,20.0,18.0,2.0,0.0,0.7714285714285715,1.6,1.6,1.8,27.542857142857148,33.1,24.1,6.071428571428571,25.6,64.0,54.86875
2018,38,Khatib,21.0,19.5,18.0,60.6,0.0,15.457142857142859,42.6,57.8,59.4,26.92857142857143,33.4,22.1,6.071428571428571,42.8,66.0,52.92666666666667
2018,39,Khatib,19.0,17.0,15.0,6.8,0.0,0.9714285714285714,4.4,5.4,6.6,28.9,34.0,24.4,6.285714285714287,29.9,64.0,59.175
2018,40,Khatib,13.0,12.0,11.0,5.2,0.0,0.8,3.2,5.0,5.0,29.014285714285712,34.1,25.1,6.2142857142857135,41.8,63.0,59.09316770186336
2018,41,Khatib,10.0,9.0,8.0,69.0,0.6,21.17142857142857,32.0,39.4,55.8,26.17142857142857,32.7,23.9,6.071428571428571,32.4,62.0,53.31055900621118
2018,42,Khatib,8.0,7.0,6.0,5.4,0.0,1.3714285714285717,4.0,4.8,5.4,27.642857142857146,34.0,22.9,6.114285714285713,36.0,67.0,56.379746835443036
2018,43,Khatib,14.0,10.5,7.0,64.2,0.0,18.171428571428574,39.8,59.4,64.2,27.271428571428572,34.1,22.9,6.185714285714285,45.7,75.0,61.47204968944099
2018,44,Khatib,18.0,16.0,14.0,19.8,0.0,7.933333333333334,17.6,19.2,19.8,26.68333333333333,33.5,23.8,7.083333333333332,37.8,60.0,51.34177215189873
2018,45,Khatib,10.0,10.0,10.0,12.8,0.8,5.933333333333334,9.4,12.0,12.2,26.73333333333333,33.0,24.0,6.7333333333333325,39.2,66.0,50.75155279503105
2018,46,Khatib,13.0,13.0,13.0,46.2,0.0,14.333333333333336,29.6,44.2,46.2,26.816666666666666,32.7,22.4,6.433333333333334,46.4,62.0,51.409937888198755
2018,47,Khatib,14.0,12.0,10.0,38.4,0.2,14.085714285714287,25.0,31.4,32.8,27.085714285714282,33.7,22.6,6.9,63.0,63.0,52.0566037735849
2018,48,Khatib,15.0,14.5,14.0,13.2,0.2,6.428571428571428,6.6,6.8,8.0,27.271428571428572,33.3,23.8,8.014285714285714,51.1,58.0,48.88198757763975
2018,49,Khatib,12.0,11.0,10.0,21.8,1.2,10.0,10.6,13.4,17.8,26.97142857142858,32.9,24.0,7.557142857142857,36.0,54.0,47.5527950310559
2018,50,Khatib,12.0,12.0,12.0,28.4,0.0,14.971428571428573,24.6,27.0,27.0,26.485714285714288,32.7,23.4,9.357142857142858,36.4,52.0,44.1125
2018,51,Khatib,13.0,11.5,10.0,18.4,0.0,4.542857142857144,12.8,17.6,18.4,27.67142857142857,34.2,24.0,9.614285714285714,32.8,65.0,49.566878980891715
2018,52,Khatib,16.0,14.333333333333336,13.0,16.4,0.0,2.35,13.2,15.6,16.0,28.0875,34.7,23.3,8.9125,52.6,66.0,57.062111801242246
2019,1,Khatib,15.0,15.0,15.0,26.0,0.0,4.333333333333333,25.2,26.0,26.0,28.58333333333333,34.0,24.1,9.533333333333333,42.1,67.0,51.92028985507246
2019,2,Khatib,34.0,28.5,23.0,14.0,0.0,2.657142857142857,8.4,9.2,13.8,28.5,33.6,24.6,10.971428571428573,35.6,50.0,44.94409937888199
2019,3,Khatib,42.0,38.5,35.0,49.2,0.0,12.485714285714286,14.0,23.8,31.0,27.542857142857148,33.0,23.3,12.557142857142857,46.8,54.0,48.12658227848101
2019,4,Khatib,33.0,32.5,32.0,2.0,0.0,0.31428571428571433,2.0,2.0,2.0,27.78571428571429,32.7,24.2,12.557142857142859,47.2,56.0,50.70967741935484
2019,5,Khatib,45.0,45.0,45.0,0.8,0.0,0.1142857142857143,0.8,0.8,0.8,28.02857142857143,33.4,24.8,12.171428571428569,39.6,58.0,47.75342465753425
2019,6,Khatib,,,,0.4,0.0,0.05714285714285715,0.4,0.4,0.4,28.585714285714282,34.6,24.5,10.957142857142859,33.8,68.0,51.20967741935484
2019,7,Khatib,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.68333333333333,34.5,23.5,11.933333333333332,38.5,56.0,45.714285714285715
2019,8,Khatib,,,,33.2,0.0,16.6,32.2,33.2,33.2,,,,10.6,33.1,54.0,50.13375796178344
2019,9,Khatib,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.3,34.2,23.8,11.866666666666667,39.6,56.0,51.714285714285715
2019,10,Khatib,,,,34.6,0.0,7.633333333333333,29.4,34.4,34.6,28.78333333333333,35.0,23.7,9.666666666666666,32.8,64.0,54.81366459627329
2019,11,Khatib,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,34.9,23.5,10.86,31.0,63.0,55.18125
2019,12,Khatib,,,,40.0,0.0,10.0,18.8,24.0,35.4,28.825,35.3,22.9,10.525,33.5,68.0,59.57232704402515
2019,13,Khatib,,,,33.8,0.0,8.549999999999999,23.4,31.2,33.2,28.1,33.5,22.2,8.475,48.6,74.0,58.403726708074544
2019,14,Khatib,37.0,37.0,37.0,16.0,0.0,3.0,10.2,12.0,13.4,28.214285714285715,34.9,22.8,8.242857142857144,48.6,70.0,53.3416149068323
2019,15,Khatib,34.0,34.0,34.0,15.8,0.0,4.228571428571429,13.8,15.4,15.8,28.442857142857147,34.2,24.8,7.142857142857142,32.8,66.0,54.18633540372671
2019,16,Khatib,46.0,46.0,46.0,62.6,0.0,15.56,50.2,60.2,62.4,29.56,35.3,24.7,7.12,43.9,63.0,50.846153846153854
2019,17,Khatib,48.0,48.0,48.0,2.2,0.0,1.1,0.4,0.8,1.2,28.25,35.6,24.6,7.2,28.1,60.0,50.771428571428565
2019,18,Khatib,56.0,52.5,49.0,6.8,0.0,2.3999999999999995,6.2,6.6,6.8,28.328571428571426,34.6,24.6,6.7857142857142865,32.8,70.0,55.77018633540373
2019,19,Khatib,94.0,94.0,94.0,42.8,0.0,9.37142857142857,13.2,19.8,21.6,28.57142857142857,34.7,23.2,6.5,45.0,64.0,54.50310559006211
2019,20,Khatib,147.0,147.0,147.0,35.0,0.0,8.966666666666663,30.6,34.4,35.0,27.88000000000001,34.3,23.7,7.683333333333334,33.1,61.0,53.372670807453424
2019,21,Khatib,135.0,135.0,135.0,2.0,0.0,0.42857142857142855,1.8,1.8,2.0,28.4,34.7,25.1,8.071428571428571,37.1,53.0,40.203821656050955
2019,22,Khatib,106.0,106.0,106.0,10.0,0.0,4.0,6.0,6.2,7.2,28.48333333333333,33.9,23.1,7.933333333333334,40.0,51.0,34.142857142857146
2019,23,Khatib,128.0,115.5,103.0,43.6,0.0,12.066666666666668,16.4,32.0,39.0,26.84,32.9,24.4,8.583333333333332,28.1,55.0,38.60248447204969
2019,24,Khatib,121.0,121.0,121.0,29.4,0.0,8.533333333333333,15.8,21.6,22.8,28.100000000000005,33.6,24.2,7.966666666666666,36.7,47.0,34.32
2019,25,Khatib,93.0,93.0,93.0,28.4,0.0,6.2,12.0,13.8,14.2,27.542857142857148,33.0,22.9,8.22857142857143,48.2,42.0,35.21153846153846
2019,26,Khatib,83.0,83.0,83.0,2.6,0.0,0.5428571428571429,2.4,2.4,2.4,28.78571428571429,33.4,24.9,8.071428571428571,33.1,57.0,51.19375
2019,27,Khatib,76.0,73.5,71.0,18.8,0.0,5.114285714285714,15.6,18.8,18.8,28.8,34.2,23.4,8.17142857142857,30.6,61.0,53.64596273291925
2019,28,Khatib,80.0,80.0,80.0,26.8,0.0,6.2285714285714295,23.8,25.4,25.4,28.52857142857143,33.7,23.3,8.37142857142857,29.2,55.0,48.16770186335403
2019,29,Khatib,92.0,92.0,92.0,13.8,0.0,3.8,10.0,13.8,13.8,28.114285714285717,33.3,23.9,8.371428571428572,31.3,58.0,55.21052631578947
2019,30,Khatib,101.0,101.0,101.0,10.8,0.0,3.0285714285714285,9.4,9.8,10.2,27.942857142857147,33.6,23.5,8.471428571428572,42.8,56.0,50.18354430379746
2019,31,Khatib,127.0,127.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,33.6,24.2,7.899999999999999,35.3,62.0,56.55
2019,32,Khatib,117.0,117.0,117.0,2.0,0.0,0.3714285714285713,2.0,2.0,2.0,29.042857142857148,33.6,25.5,7.814285714285713,36.0,67.0,63.596273291925456
2019,33,Khatib,123.0,123.0,123.0,4.2,0.0,0.8285714285714286,4.2,4.2,4.2,29.47142857142857,33.9,25.5,8.22857142857143,30.2,63.0,58.78125
2019,34,Khatib,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.514285714285712,34.2,25.2,8.471428571428572,42.5,61.0,57.324840764331206
2019,35,Khatib,117.0,117.0,117.0,30.5,0.0,5.271428571428571,11.0,21.0,30.0,27.87142857142857,33.4,23.3,8.671428571428573,46.4,68.0,60.39130434782609
2019,36,Khatib,64.0,64.0,64.0,27.0,0.0,3.8571428571428568,14.0,22.5,26.5,29.07142857142857,33.8,23.7,8.471428571428572,30.2,68.0,63.88198757763975
2019,37,Khatib,58.0,58.0,58.0,6.2,0.0,0.8857142857142858,5.0,6.0,6.0,28.52857142857143,33.5,24.5,8.071428571428571,33.5,108.0,86.41139240506331
2019,38,Khatib,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,28.657142857142855,34.0,24.1,8.442857142857143,33.5,145.0,94.48447204968944
2019,39,Khatib,46.0,46.0,46.0,82.5,0.0,19.928571428571427,35.5,49.5,64.5,27.342857142857138,34.4,21.1,9.114285714285714,44.3,123.0,78.78260869565217
2019,40,Khatib,41.0,41.0,41.0,43.5,0.0,9.214285714285714,25.0,26.5,26.5,25.6,32.8,21.1,8.271428571428572,42.5,67.0,55.70186335403727
2019,41,Khatib,38.0,38.0,38.0,40.5,0.0,10.3,31.0,40.0,40.5,25.914285714285718,32.9,21.5,8.414285714285715,42.8,64.0,54.716981132075475
2019,42,Khatib,38.0,38.0,38.0,16.5,0.0,3.2428571428571438,10.0,12.5,16.5,26.82857142857143,33.1,22.8,8.9,39.6,67.0,55.6583850931677
2019,43,Khatib,30.0,30.0,30.0,15.5,0.0,8.142857142857142,14.0,14.0,14.0,26.185714285714287,32.9,22.9,8.328571428571427,60.5,68.0,55.509433962264154
2019,44,Khatib,58.0,58.0,58.0,22.0,0.0,5.771428571428572,19.5,22.0,22.0,26.67142857142857,33.0,22.6,7.3428571428571425,40.0,73.0,62.43478260869565
2019,45,Khatib,73.0,73.0,73.0,12.5,0.0,3.3714285714285714,12.0,12.5,12.5,27.342857142857145,33.8,22.5,6.9,38.9,88.0,75.76666666666667
2019,46,Khatib,98.0,98.0,98.0,17.0,0.0,2.657142857142857,15.5,17.0,17.0,26.728571428571428,33.3,22.8,7.3428571428571425,54.4,,
2019,47,Khatib,127.0,127.0,127.0,41.6,0.2,7.485714285714287,27.8,36.4,39.4,26.2,33.5,23.5,7.2142857142857135,37.8,,
2019,48,Khatib,96.0,96.0,96.0,97.2,0.0,23.0,57.2,69.8,74.4,27.114285714285717,33.3,23.0,7.1,41.8,,
2019,49,Khatib,69.0,69.0,69.0,45.4,0.0,6.485714285714287,14.6,22.6,40.8,27.1,32.7,21.8,8.714285714285714,41.8,,
2019,50,Khatib,75.0,75.0,75.0,66.4,2.0,28.342857142857145,23.6,27.6,40.4,24.742857142857147,31.6,22.9,6.328571428571428,47.5,,
2019,51,Khatib,60.0,60.0,60.0,15.0,0.0,2.7142857142857144,14.4,14.6,14.8,25.6,30.4,22.1,6.7857142857142865,33.5,,
2019,52,Khatib,75.0,75.0,75.0,25.8,0.0,2.9777777777777783,23.4,25.6,25.6,26.9,32.9,23.1,8.266666666666666,36.7,,
