Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Max PSI South,Avg PSI South
2017,50,Marina Barrage,0.0,0.0,0.0,29.4,0.0,10.485714285714282,21.8,23.2,23.4,27.557142857142853,33.2,23.5,8.171428571428573,45.7,63.0,57.99378881987578
2017,51,Marina Barrage,3.0,1.5,0.0,17.6,0.0,4.085714285714286,7.0,7.6,8.4,27.7,33.5,24.1,11.157142857142857,45.7,59.0,52.114649681528654
2017,52,Marina Barrage,3.0,3.0,3.0,10.2,0.0,4.25,6.4,6.4,6.4,27.5,31.9,24.7,8.025,34.6,55.0,46.79781420765028
2018,1,Marina Barrage,1.0,0.5,0.0,10.0,0.0,5.0,8.4,9.8,10.0,26.9,29.2,25.5,6.033333333333334,25.2,62.0,46.79891304347826
2018,2,Marina Barrage,3.0,2.5,2.0,37.6,5.4,21.200000000000006,26.8,33.4,34.4,25.46,32.9,22.2,8.58,46.8,61.0,42.30573248407644
2018,3,Marina Barrage,1.0,0.5,0.0,29.8,0.0,8.0,25.8,27.4,27.4,27.35,32.7,23.6,8.016666666666666,32.8,57.0,47.39130434782609
2018,4,Marina Barrage,0.0,0.0,0.0,45.6,0.0,12.500000000000002,19.6,25.0,27.2,27.766666666666666,33.1,25.1,6.833333333333332,41.0,55.0,49.532467532467535
2018,5,Marina Barrage,0.0,0.0,0.0,15.0,0.6,4.2,6.6,11.2,14.2,27.98,34.0,24.8,10.02,43.6,59.0,53.512987012987004
2018,6,Marina Barrage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,31.8,24.4,13.885714285714286,47.5,72.0,62.509316770186345
2018,7,Marina Barrage,3.0,2.5,2.0,0.6,0.0,0.08571428571428573,0.6,0.6,0.6,27.7,33.6,25.0,10.471428571428572,42.8,73.0,61.378881987577635
2018,8,Marina Barrage,1.0,0.5,0.0,1.4,0.0,0.2285714285714285,0.6,0.6,0.8,27.642857142857146,32.7,25.1,10.014285714285714,35.3,69.0,55.22666666666667
2018,9,Marina Barrage,1.0,0.5,0.0,19.6,0.0,3.771428571428572,19.0,19.6,19.6,28.116666666666664,33.0,24.3,8.542857142857143,36.0,58.0,55.096774193548384
2018,10,Marina Barrage,3.0,2.5,2.0,11.8,0.0,2.3428571428571425,7.2,7.4,7.6,28.042857142857148,33.1,25.0,9.914285714285716,49.0,57.0,51.0
2018,11,Marina Barrage,2.0,1.5,1.0,14.4,0.0,2.085714285714286,6.6,12.6,12.6,28.766666666666666,34.2,25.3,8.542857142857143,36.4,58.0,55.364779874213845
2018,12,Marina Barrage,2.0,1.0,0.0,30.8,0.0,4.457142857142856,14.8,19.6,30.8,28.614285714285717,33.4,24.2,8.342857142857143,40.7,65.0,55.490683229813655
2018,13,Marina Barrage,0.0,0.0,0.0,15.4,0.0,4.766666666666667,12.8,15.4,15.4,27.325,32.9,23.9,7.066666666666667,42.8,76.0,59.33125
2018,14,Marina Barrage,2.0,1.0,0.0,10.0,0.0,1.933333333333333,3.2,3.2,4.8,28.74,33.6,25.6,7.366666666666667,29.5,75.0,64.46280991735537
2018,15,Marina Barrage,8.0,5.0,2.0,23.0,0.0,5.457142857142856,10.4,12.2,20.8,29.0,33.7,24.2,7.357142857142858,39.2,64.0,55.68376068376068
2018,16,Marina Barrage,7.0,6.0,5.0,96.0,0.0,18.366666666666667,51.0,71.2,82.8,28.55,33.5,23.6,6.216666666666666,37.4,60.0,54.03726708074535
2018,17,Marina Barrage,7.0,3.5,0.0,34.2,0.0,7.633333333333334,15.4,23.0,28.4,28.86000000000001,34.9,24.7,5.3,31.7,66.0,60.46540880503143
2018,18,Marina Barrage,0.0,0.0,0.0,5.0,0.0,1.5714285714285714,3.8,3.8,3.8,29.3,34.3,24.9,4.385714285714285,32.4,72.0,61.180124223602476
2018,19,Marina Barrage,0.0,0.0,0.0,3.4,0.0,0.8571428571428571,2.4,2.4,2.4,30.214285714285715,34.6,26.9,5.414285714285714,25.6,67.0,53.19875776397515
2018,20,Marina Barrage,4.0,2.0,0.0,10.4,0.0,4.4,10.0,10.4,10.4,29.08,34.3,25.0,4.26,27.4,84.0,58.409937888198755
2018,21,Marina Barrage,5.0,4.0,3.0,7.2,0.0,2.4,6.8,7.2,7.2,29.2,33.5,26.7,4.533333333333333,21.2,83.0,61.34782608695652
2018,22,Marina Barrage,8.0,5.0,2.0,27.0,0.0,9.95,13.2,17.8,23.8,28.5,33.3,24.0,4.675,44.3,75.0,59.2125
2018,23,Marina Barrage,9.0,6.5,4.0,3.8,0.0,0.8857142857142856,2.4,2.8,3.8,30.26,35.0,24.2,5.028571428571428,48.2,73.0,62.335403726708066
2018,24,Marina Barrage,6.0,6.0,6.0,12.8,0.0,2.2857142857142856,7.4,8.2,9.4,29.542857142857148,34.0,23.9,5.471428571428571,51.5,63.0,55.683229813664596
2018,25,Marina Barrage,6.0,5.5,5.0,7.6,0.0,4.0,6.8,7.0,7.2,28.366666666666664,33.3,23.9,5.7,38.2,67.0,53.4125
2018,26,Marina Barrage,5.0,3.5,2.0,49.4,0.0,11.36,26.2,39.8,49.4,26.975,30.8,22.9,5.7600000000000025,42.5,55.0,45.289655172413795
2018,27,Marina Barrage,8.0,6.5,5.0,1.2,0.0,0.3,0.8,1.0,1.2,28.9,32.6,26.2,6.1000000000000005,29.5,66.0,53.762589928057544
2018,28,Marina Barrage,7.0,6.5,6.0,7.0,0.0,1.3,5.4,5.6,5.8,28.83333333333333,34.0,23.7,6.3,37.4,74.0,59.68944099378882
2018,29,Marina Barrage,6.0,5.0,4.0,14.6,0.0,3.5428571428571423,13.6,14.2,14.4,29.2,33.0,24.5,5.757142857142857,36.7,71.0,65.7062937062937
2018,30,Marina Barrage,2.0,1.5,1.0,1.0,0.0,0.14285714285714285,0.6,1.0,1.0,29.557142857142853,34.3,25.6,5.7142857142857135,32.8,73.0,62.16770186335403
2018,31,Marina Barrage,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.85,33.0,26.5,5.5749999999999975,27.4,70.0,58.08074534161491
2018,32,Marina Barrage,10.0,7.0,4.0,2.0,0.0,0.2857142857142857,1.6,1.6,1.6,29.085714285714282,34.1,23.4,5.757142857142857,58.7,70.0,62.15527950310559
2018,33,Marina Barrage,8.0,7.5,7.0,12.6,0.0,1.8,8.4,8.8,8.8,29.742857142857147,34.3,24.2,6.8428571428571425,36.7,70.0,63.518518518518526
2018,34,Marina Barrage,6.0,5.5,5.0,21.4,0.0,5.6000000000000005,16.2,20.8,21.4,29.22,34.6,25.0,5.428571428571429,33.5,67.0,55.962732919254655
2018,35,Marina Barrage,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.02,34.9,25.4,5.34,31.7,70.0,59.61875
2018,36,Marina Barrage,4.0,3.5,3.0,47.0,0.6,23.95000000000001,37.0,42.0,46.2,27.55,31.6,24.8,4.85,41.8,71.0,61.08074534161491
2018,37,Marina Barrage,3.0,2.0,1.0,6.2,0.0,0.9714285714285714,3.2,3.2,3.6,28.98,33.4,24.8,5.3,31.0,67.0,59.55
2018,38,Marina Barrage,0.0,0.0,0.0,14.4,0.0,3.3428571428571425,9.0,10.2,10.2,28.17142857142857,33.6,23.2,5.128571428571427,41.0,69.0,60.04
2018,39,Marina Barrage,4.0,2.0,0.0,1.6,0.0,0.26666666666666666,1.6,1.6,1.6,29.8,34.9,26.8,4.928571428571429,24.8,66.0,61.1125
2018,40,Marina Barrage,3.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.814285714285717,35.6,26.7,4.985714285714288,31.0,71.0,62.60248447204968
2018,41,Marina Barrage,2.0,1.5,1.0,43.2,2.8,19.342857142857138,34.6,36.6,36.6,27.18333333333333,33.5,23.7,5.314285714285714,34.2,65.0,55.385093167701854
2018,42,Marina Barrage,1.0,0.5,0.0,2.6,0.0,0.6666666666666666,1.6,1.8,2.0,28.660000000000004,34.6,23.9,5.883333333333334,34.9,67.0,59.06962025316456
2018,43,Marina Barrage,0.0,0.0,0.0,15.8,0.0,5.342857142857143,12.8,13.8,13.8,28.642857142857146,34.5,24.2,5.1000000000000005,33.5,80.0,64.26086956521739
2018,44,Marina Barrage,4.0,3.0,2.0,23.4,0.0,5.6,12.0,18.4,19.6,28.05,34.3,24.9,5.98,32.8,61.0,54.31012658227848
2018,45,Marina Barrage,4.0,4.0,4.0,37.2,0.0,14.233333333333334,22.8,32.4,37.2,27.9,34.0,24.2,5.616666666666667,29.5,69.0,53.85714285714285
2018,46,Marina Barrage,1.0,1.0,1.0,56.2,0.0,16.099999999999998,30.4,44.2,52.2,27.78333333333333,33.2,22.1,4.316666666666666,50.8,62.0,54.91304347826087
2018,47,Marina Barrage,3.0,2.5,2.0,15.6,0.0,7.7200000000000015,10.0,14.2,14.4,27.8,33.8,24.3,5.26,41.8,63.0,53.50314465408805
2018,48,Marina Barrage,1.0,0.5,0.0,47.6,0.2,11.8,27.8,43.8,46.0,27.957142857142852,33.0,22.9,6.485714285714287,39.2,58.0,49.31055900621118
2018,49,Marina Barrage,1.0,0.5,0.0,2.4,0.0,0.95,2.4,2.4,2.4,28.4,34.6,26.0,5.2,23.8,57.0,49.42857142857143
2018,50,Marina Barrage,1.0,1.0,1.0,62.2,0.0,13.920000000000002,30.4,46.8,58.0,27.340000000000003,33.1,24.5,6.540000000000001,33.5,53.0,45.6
2018,51,Marina Barrage,5.0,3.5,2.0,2.2,0.0,0.5333333333333333,2.2,2.2,2.2,28.46,33.5,25.6,6.9833333333333325,33.5,69.0,53.72611464968153
2018,52,Marina Barrage,7.0,6.0,5.0,36.2,0.0,7.2666666666666675,15.2,28.4,33.0,29.03333333333333,33.9,23.5,7.616666666666667,51.5,69.0,58.16770186335403
2019,1,Marina Barrage,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,29.425,34.5,25.8,10.24,44.6,70.0,54.77536231884058
2019,2,Marina Barrage,20.0,14.5,9.0,19.2,0.0,4.8,11.6,18.2,19.2,28.642857142857146,34.4,25.3,10.657142857142855,37.8,53.0,49.180124223602476
2019,3,Marina Barrage,21.0,20.5,20.0,47.2,0.0,13.62857142857143,26.6,42.2,47.2,27.73333333333333,34.2,24.0,9.957142857142856,66.2,55.0,48.696202531645575
2019,4,Marina Barrage,29.0,20.5,12.0,9.2,0.0,1.3142857142857145,7.8,8.0,9.0,27.885714285714286,31.8,25.7,12.642857142857142,43.6,61.0,53.56129032258065
2019,5,Marina Barrage,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,28.475,32.2,26.0,11.883333333333333,39.2,58.0,52.034246575342465
2019,6,Marina Barrage,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.62,34.0,25.7,9.1,36.7,68.0,54.838709677419345
2019,7,Marina Barrage,,,,15.8,0.0,2.257142857142857,14.4,14.4,14.6,28.616666666666664,34.5,25.0,11.514285714285714,37.8,56.0,52.95652173913044
2019,8,Marina Barrage,,,,3.0,0.0,0.42857142857142855,1.0,2.0,2.4,28.58571428571429,33.7,22.9,8.414285714285715,47.5,57.0,54.18471337579618
2019,9,Marina Barrage,,,,1.2,0.0,0.17142857142857146,0.6,0.6,1.0,28.6,33.3,26.2,11.114285714285712,43.9,58.0,55.180124223602476
2019,10,Marina Barrage,,,,0.2,0.0,0.028571428571428574,0.2,0.2,0.2,29.0,33.7,25.8,7.014285714285713,26.6,70.0,59.77018633540373
2019,11,Marina Barrage,,,,5.8,0.0,0.8857142857142858,5.6,5.8,5.8,29.12857142857143,34.6,24.1,8.6,35.6,63.0,56.66875
2019,12,Marina Barrage,,,,25.0,0.0,4.342857142857143,8.6,11.0,20.0,29.228571428571428,34.9,25.0,7.77142857142857,35.3,74.0,61.232704402515715
2019,13,Marina Barrage,,,,22.8,0.0,4.066666666666666,20.0,22.6,22.8,29.58,34.9,25.4,7.5,47.9,77.0,62.776397515527954
2019,14,Marina Barrage,11.0,11.0,11.0,62.8,0.0,18.08,36.4,54.0,58.6,28.633333333333336,34.7,22.6,6.3400000000000025,43.2,71.0,55.43478260869565
2019,15,Marina Barrage,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,29.57500000000001,34.1,26.8,5.675,27.7,68.0,57.99378881987578
2019,16,Marina Barrage,17.0,17.0,17.0,25.6,0.0,3.6571428571428575,19.8,21.2,21.2,30.17142857142857,35.0,25.1,5.142857142857143,26.6,66.0,55.94230769230769
2019,17,Marina Barrage,7.0,7.0,7.0,19.2,2.4,9.7,10.4,17.4,19.2,29.0,33.5,24.7,3.8333333333333335,29.9,69.0,55.69285714285714
2019,18,Marina Barrage,21.0,15.0,9.0,12.6,0.0,3.25,12.0,12.6,12.6,,34.4,28.0,,,81.0,64.19254658385093
2019,19,Marina Barrage,81.0,81.0,81.0,68.6,0.0,12.599999999999998,28.8,34.8,35.4,29.36000000000001,33.8,22.7,5.7,59.4,64.0,54.975155279503106
2019,20,Marina Barrage,66.0,66.0,66.0,14.0,0.0,2.84,13.2,13.8,13.8,,,,5.1,28.8,66.0,56.24844720496895
2019,21,Marina Barrage,69.0,69.0,69.0,0.8,0.0,0.1142857142857143,0.6,0.8,0.8,30.15,34.5,27.9,4.942857142857143,32.0,57.0,47.65605095541401
2019,22,Marina Barrage,56.0,56.0,56.0,15.6,0.0,3.9,15.4,15.6,15.6,29.61666666666667,34.5,25.6,4.15,24.5,54.0,43.329192546583855
2019,23,Marina Barrage,96.0,90.5,85.0,1.8,0.0,1.1333333333333335,1.6,1.6,1.8,29.5,32.5,28.1,4.533333333333334,22.0,56.0,49.73913043478261
2019,24,Marina Barrage,92.0,92.0,92.0,6.6,0.0,1.4,4.4,5.4,6.4,29.579999999999995,33.6,27.2,5.040000000000001,38.2,52.0,41.36666666666667
2019,25,Marina Barrage,106.0,106.0,106.0,8.4,0.0,2.4,3.6,4.4,5.6,28.2,32.5,24.9,4.425000000000002,34.9,52.0,42.37179487179487
2019,26,Marina Barrage,163.0,163.0,163.0,10.0,0.0,3.24,8.2,9.8,10.0,28.75,33.8,25.0,5.540000000000001,49.0,62.0,54.1
2019,27,Marina Barrage,165.0,148.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,29.840000000000003,33.9,28.0,5.033333333333333,38.2,64.0,56.07453416149068
2019,28,Marina Barrage,206.0,206.0,206.0,15.2,0.0,2.8285714285714287,13.2,14.6,14.8,29.07500000000001,33.9,24.2,5.142857142857143,26.3,57.0,52.180124223602476
2019,29,Marina Barrage,263.0,263.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,29.64,33.9,27.6,6.466666666666666,27.4,59.0,56.276315789473685
2019,30,Marina Barrage,161.0,161.0,161.0,20.6,0.0,2.9714285714285715,20.2,20.2,20.4,29.0,33.8,24.6,5.4,29.9,57.0,54.15822784810127
2019,31,Marina Barrage,141.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,33.9,27.7,6.242857142857143,26.3,64.0,57.61875
2019,32,Marina Barrage,133.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,29.466666666666665,33.3,27.6,6.742857142857143,24.8,70.0,65.17391304347827
2019,33,Marina Barrage,112.0,112.0,112.0,9.0,0.0,1.2857142857142858,9.0,9.0,9.0,29.9,34.5,25.0,6.057142857142857,28.4,66.0,60.45625
2019,34,Marina Barrage,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.88000000000001,34.8,27.3,6.442857142857143,29.5,64.0,59.28025477707006
2019,35,Marina Barrage,114.0,114.0,114.0,5.0,0.0,1.8333333333333333,4.8,4.8,4.8,28.58,33.6,25.1,5.383333333333334,37.1,81.0,63.29192546583851
2019,36,Marina Barrage,65.0,65.0,65.0,0.2,0.0,0.03333333333333333,0.2,0.2,0.2,29.9,34.5,27.5,6.283333333333334,25.6,73.0,66.92546583850931
2019,37,Marina Barrage,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,29.46666666666667,34.4,27.4,5.071428571428571,24.8,124.0,92.18987341772151
2019,38,Marina Barrage,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,29.58,34.0,27.0,5.9,28.4,154.0,101.3167701863354
2019,39,Marina Barrage,55.0,55.0,55.0,22.6,0.0,4.733333333333333,7.6,12.0,18.4,29.125,33.9,25.2,5.15,32.0,129.0,82.8944099378882
2019,40,Marina Barrage,47.0,47.0,47.0,2.0,0.0,0.5714285714285714,0.8,0.8,1.0,28.675,33.7,24.7,4.883333333333333,31.3,67.0,58.60869565217392
2019,41,Marina Barrage,41.0,41.0,41.0,2.2,0.0,0.4,1.8,2.0,2.0,29.28,34.2,25.8,4.614285714285714,30.6,69.0,60.24528301886792
2019,42,Marina Barrage,23.0,23.0,23.0,0.2,0.0,0.028571428571428574,0.2,0.2,0.2,29.6,34.8,26.6,4.728571428571429,33.5,67.0,59.180124223602476
2019,43,Marina Barrage,12.0,12.0,12.0,31.2,0.0,10.28,23.6,28.2,31.2,29.35,34.8,23.6,4.9,30.2,69.0,58.150943396226424
2019,44,Marina Barrage,19.0,19.0,19.0,1.4,0.0,0.2333333333333333,1.4,1.4,1.4,29.53333333333333,33.8,26.1,5.1000000000000005,35.6,75.0,64.11180124223603
2019,45,Marina Barrage,26.0,26.0,26.0,2.2,0.0,0.3666666666666667,1.2,1.6,2.0,29.64,34.9,24.3,5.933333333333334,45.0,88.0,77.53333333333333
2019,46,Marina Barrage,24.0,24.0,24.0,4.8,0.0,0.9142857142857144,4.8,4.8,4.8,29.1,35.1,25.4,5.442857142857144,33.8,,
2019,47,Marina Barrage,22.0,22.0,22.0,10.4,0.0,2.2,7.8,8.0,8.2,28.225,34.9,25.2,6.959999999999999,28.8,,
2019,48,Marina Barrage,18.0,18.0,18.0,20.0,0.0,4.171428571428572,9.4,10.2,15.0,28.53333333333333,34.5,24.9,6.985714285714287,34.6,,
2019,49,Marina Barrage,24.0,24.0,24.0,52.8,0.0,10.56,36.6,44.4,46.2,27.98,32.9,23.2,12.34,45.7,,
2019,50,Marina Barrage,29.0,29.0,29.0,54.0,25.6,37.333333333333336,9.8,15.2,20.2,25.0,29.9,23.7,6.566666666666666,36.7,,
2019,51,Marina Barrage,19.0,19.0,19.0,6.6,0.0,1.52,3.8,3.8,4.4,27.16666666666667,31.1,23.8,7.56,33.5,,
2019,52,Marina Barrage,14.0,14.0,14.0,26.8,0.0,3.4000000000000004,19.4,26.8,26.8,28.07500000000001,32.5,25.9,10.68888888888889,35.6,,
