Year,Week,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Cases in week,population,cases_per_capita,mean_sunshine_hrs,temp_mean_daily_max,mean_relative_humidity
2015.0,47.0,126.0,126.0,65.4,0.0,10.342857142857145,54.2,63.4,64.2,27.67142857142857,34.5,23.2,5.257142857142859,47.5,282.0,5592152.0,5.0427813836247664e-05,4.8,32.1,79.1
2015.0,48.0,101.0,101.0,42.6,0.0,7.6342857142857135,34.2,40.8,42.2,27.79714285714286,34.5,23.6,5.6400000000000015,76.0,259.0,5592152.0,4.63149070340005e-05,5.3,31.5,81.1
2015.0,49.0,181.0,161.5,88.6,0.0,13.571428571428573,43.2,67.8,84.6,27.771428571428572,34.1,22.9,5.502857142857144,58.0,356.0,5592152.0,6.366064441739066e-05,5.3,31.5,81.1
2015.0,50.0,,,41.6,0.0,13.092857142857142,32.6,33.2,39.6,27.49,34.7,22.5,6.022857142857142,91.8,333.0,5592152.0,5.954773761514351e-05,5.3,31.5,81.1
2015.0,51.0,164.0,164.0,26.4,0.0,1.9097142857142857,13.2,13.2,13.4,27.86771428571429,34.4,23.2,7.05,46.8,367.0,5592152.0,6.562768680107407e-05,5.3,31.5,81.1
2015.0,52.0,224.0,224.0,40.2,0.0,6.617142857142857,25.0,31.6,39.0,28.217142857142854,34.2,22.8,6.454285714285714,55.4,457.0,5592152.0,8.172166994030206e-05,5.3,31.5,81.1
2015.0,53.0,344.0,272.5,42.4,0.0,9.784285714285714,21.0,23.0,27.2,27.564285714285717,34.3,23.5,7.866428571428571,42.8,,5592152.0,0.0,5.3,31.5,81.1
2016.0,1.0,348.0,296.0,39.6,0.0,3.5572698412698407,18.4,31.0,38.4,27.966285714285718,34.1,22.9,7.339428571428572,58.7,545.0,5653634.0,9.639817504988826e-05,7.2,31.8,79.6
2016.0,2.0,458.0,400.0,43.0,0.0,8.611428571428572,27.2,37.8,40.4,28.222857142857148,34.4,23.2,6.342857142857143,73.8,620.0,5653634.0,0.0001096639789558362,7.2,31.8,79.6
2016.0,3.0,568.0,504.0,22.6,0.0,4.68,13.4,16.2,20.0,28.154285714285717,34.5,22.2,7.1342857142857135,46.4,636.0,5653634.0,0.00011249401712243843,7.2,31.8,79.6
2016.0,4.0,574.0,573.0,91.0,0.0,7.205714285714286,28.4,34.8,42.2,28.09142857142857,34.1,23.7,7.891428571428572,64.8,623.0,5653634.0,0.00011019461111207412,7.2,31.8,79.6
2016.0,5.0,496.0,487.5,26.4,0.0,6.101904761904763,15.6,15.6,15.6,28.08857142857143,33.4,24.0,8.577142857142857,45.7,523.0,5653634.0,9.25068725708102e-05,6.5,31.1,78.8
2016.0,6.0,342.0,340.5,36.8,0.0,3.1485714285714286,22.6,31.8,31.8,27.791428571428572,34.5,21.5,8.188571428571429,45.4,419.0,5653634.0,7.411162448789574e-05,6.5,31.1,78.8
2016.0,7.0,394.0,353.0,85.4,0.0,11.365714285714288,21.8,31.2,41.8,27.72,34.9,23.3,8.374285714285715,43.2,589.0,5653634.0,0.00010418078000804438,6.5,31.1,78.8
2016.0,8.0,459.0,444.0,71.8,0.0,3.1371428571428566,24.4,44.6,55.4,28.125714285714288,34.8,23.3,9.474285714285717,51.8,507.0,5653634.0,8.9676834404208e-05,6.5,31.1,78.8
2016.0,9.0,371.0,352.0,55.8,0.0,3.782857142857142,35.8,44.0,55.6,28.577142857142853,34.6,23.4,9.577142857142855,45.4,411.0,5653634.0,7.269660540459464e-05,8.0,33.1,74.7
2016.0,10.0,310.0,285.0,25.6,0.0,2.8685714285714288,15.2,20.8,25.4,28.834285714285716,35.4,24.3,7.414285714285714,42.8,394.0,5653634.0,6.968968985257978e-05,8.0,33.1,74.7
2016.0,11.0,299.0,266.0,28.8,0.0,1.1828571428571428,19.6,21.0,27.8,29.017142857142854,35.7,24.7,7.251428571428572,43.2,372.0,5653634.0,6.579838737350172e-05,8.0,33.1,74.7
2016.0,12.0,259.0,254.0,11.0,0.0,1.0742857142857145,9.8,10.8,11.0,29.228571428571435,35.3,25.3,7.122857142857143,41.8,301.0,5653634.0,5.3240093009204354e-05,8.0,33.1,74.7
2016.0,13.0,236.0,223.5,39.6,0.0,3.0742857142857143,26.0,30.6,35.8,29.44,35.6,24.7,8.368571428571428,40.3,376.0,5653634.0,6.650589691515227e-05,7.0,33.4,75.6
2016.0,14.0,245.0,233.5,37.2,0.0,5.1428571428571415,30.2,37.0,37.2,29.037142857142854,35.8,23.7,6.005714285714285,35.6,289.0,5653634.0,5.1117564384252676e-05,7.0,33.4,75.6
2016.0,15.0,182.0,177.0,29.2,0.0,4.897142857142859,23.6,25.6,29.2,29.65142857142857,35.8,23.8,5.817142857142858,63.7,221.0,5653634.0,3.9089902176193226e-05,7.0,33.4,75.6
2016.0,16.0,130.0,126.5,81.2,0.0,7.0914285714285725,50.4,66.4,79.8,29.534285714285716,36.0,24.5,5.779999999999999,45.7,228.0,5653634.0,4.03280438740817e-05,7.0,33.4,75.6
2016.0,17.0,167.0,142.5,36.8,0.0,6.371428571428571,26.6,29.6,30.6,29.063809523809518,35.2,24.0,4.814285714285714,67.0,242.0,5653634.0,4.2804327269858646e-05,7.0,33.4,75.6
2016.0,18.0,146.0,142.5,54.2,0.0,4.68,24.6,42.8,51.6,29.942857142857147,35.9,23.7,5.282857142857141,39.6,178.0,5653634.0,3.1484174603449746e-05,6.2,33.0,77.4
2016.0,19.0,129.0,115.0,59.0,0.0,8.051428571428572,35.0,48.0,56.4,28.853142857142853,35.3,23.5,5.2114285714285735,46.8,215.0,5653634.0,3.802863786371739e-05,6.2,33.0,77.4
2016.0,20.0,178.0,154.0,55.6,0.0,10.651428571428571,40.8,51.4,53.6,28.814285714285717,34.5,22.4,5.977142857142858,64.4,211.0,5653634.0,3.732112832206683e-05,6.2,33.0,77.4
2016.0,21.0,123.0,121.0,56.2,0.0,6.8742857142857146,28.0,46.2,56.0,29.282857142857146,34.9,23.9,5.960000000000001,49.7,198.0,5653634.0,3.5021722311702525e-05,6.2,33.0,77.4
2016.0,22.0,117.0,109.0,32.6,0.0,4.017142857142857,16.4,19.0,26.6,28.31942857142857,34.6,22.8,5.488571428571429,54.0,214.0,5653634.0,3.7851760478304746e-05,5.4,31.6,77.7
2016.0,23.0,117.0,103.0,39.8,0.0,2.5714285714285707,17.6,29.8,39.4,28.98,34.9,22.2,5.788571428571428,66.2,157.0,5653634.0,2.7769749509784333e-05,5.4,31.6,77.7
2016.0,24.0,98.0,95.5,208.2,0.0,11.6,41.6,73.6,94.4,28.23857142857143,34.7,23.6,6.177142857142857,45.0,192.0,5653634.0,3.396045799922669e-05,5.4,31.6,77.7
2016.0,25.0,110.0,95.5,67.8,0.0,7.445714285714287,43.8,52.4,56.8,28.446285714285718,34.3,22.4,5.894285714285713,64.4,213.0,5653634.0,3.7674883092892105e-05,5.4,31.6,77.7
2016.0,26.0,138.0,134.5,24.0,0.0,1.6057142857142856,18.2,21.6,22.8,29.557142857142853,35.6,23.1,6.477142857142858,40.0,234.0,5653634.0,4.138930818655753e-05,6.3,31.7,77.3
2016.0,27.0,152.0,134.0,42.4,0.0,3.211428571428572,35.8,42.2,42.2,29.232142857142854,35.2,22.2,6.6171428571428565,53.3,245.0,5653634.0,4.3334959426096555e-05,6.3,31.7,77.3
2016.0,28.0,172.0,171.5,35.6,0.0,6.594285714285713,22.2,26.8,30.2,28.26,34.5,22.1,6.274285714285713,73.4,223.0,5653634.0,3.94436569470185e-05,6.3,31.7,77.3
2016.0,29.0,125.0,121.5,91.6,0.0,13.4,33.6,39.8,53.8,27.62,33.9,22.5,6.7200000000000015,45.0,266.0,5653634.0,4.704938451976198e-05,6.3,31.7,77.3
2016.0,30.0,162.0,144.5,28.2,0.0,4.1085714285714285,24.4,26.4,26.4,28.291428571428572,33.9,21.2,6.494285714285714,65.5,219.0,5653634.0,3.873614740536793e-05,6.3,31.7,77.3
2016.0,31.0,136.0,133.5,35.8,0.0,4.045714285714285,34.0,34.4,35.4,28.771428571428572,34.0,22.1,7.2142857142857135,65.2,209.0,5653634.0,3.696737355124156e-05,6.7,31.8,74.0
2016.0,32.0,117.0,115.0,29.2,0.0,2.3657142857142857,21.8,29.2,29.2,29.185714285714283,34.2,23.8,6.748571428571429,68.4,196.0,5653634.0,3.466796754087725e-05,6.7,31.8,74.0
2016.0,33.0,125.0,115.5,30.6,0.0,4.851428571428571,23.2,29.8,30.6,29.02857142857143,34.4,22.3,7.751428571428572,59.0,219.0,5653634.0,3.873614740536793e-05,6.7,31.8,74.0
2016.0,34.0,166.0,148.0,48.4,0.0,5.119999999999999,22.4,35.0,46.2,28.951428571428572,33.8,22.4,7.3428571428571425,49.0,271.0,5653634.0,4.793377144682517e-05,6.7,31.8,74.0
2016.0,35.0,176.0,155.0,34.2,0.0,4.308571428571428,28.2,34.2,34.2,28.497142857142855,34.5,23.5,6.565714285714287,44.6,308.0,5653634.0,5.447823470709282e-05,5.5,32.0,73.9
2016.0,36.0,169.0,162.5,19.4,0.0,3.8571428571428577,18.8,19.2,19.4,28.448571428571434,35.8,22.8,7.751428571428572,62.3,238.0,5653634.0,4.209681772820809e-05,5.5,32.0,73.9
2016.0,37.0,129.0,122.5,69.6,0.0,9.88,40.2,53.0,56.4,28.13142857142857,33.8,22.1,7.014285714285713,64.1,174.0,5653634.0,3.077666506179919e-05,5.5,32.0,73.9
2016.0,38.0,112.0,106.5,47.2,0.0,3.7285714285714286,30.2,45.2,46.4,28.822857142857146,34.6,23.6,8.175238095238095,55.4,173.0,5653634.0,3.059978767638655e-05,5.5,32.0,73.9
2016.0,39.0,77.0,71.0,19.6,0.0,1.0742857142857145,13.8,18.6,19.4,29.02,35.2,22.8,7.628571428571428,43.6,135.0,5653634.0,2.3878447030706273e-05,5.5,32.0,73.9
2016.0,40.0,59.0,52.5,75.4,0.0,10.760000000000002,53.4,73.8,75.4,27.92285714285714,33.4,21.6,7.122857142857143,51.1,124.0,5653634.0,2.193279579116724e-05,4.6,32.1,72.0
2016.0,41.0,52.0,50.0,37.6,0.0,5.239999999999998,26.2,29.4,30.8,29.18857142857143,34.6,22.2,9.157142857142855,60.8,94.0,5653634.0,1.6626474228788068e-05,4.6,32.1,72.0
2016.0,42.0,42.0,42.0,36.4,0.0,4.742857142857141,20.2,33.6,36.4,28.57142857142857,34.4,22.4,7.23142857142857,72.7,106.0,5653634.0,1.8749002853739736e-05,4.6,32.1,72.0
2016.0,43.0,37.0,34.5,49.8,0.0,10.428571428571429,24.8,29.0,31.4,27.145714285714284,33.6,22.7,7.0285714285714285,51.1,81.0,5653634.0,1.432706821842376e-05,4.6,32.1,72.0
2016.0,44.0,28.0,24.5,35.0,0.0,7.377142857142857,18.8,23.0,25.0,27.75714285714286,33.6,22.8,7.505714285714285,63.7,85.0,5653634.0,1.5034577760074316e-05,3.5,30.7,77.6
2016.0,45.0,20.0,18.0,64.4,0.0,5.782857142857143,24.4,45.2,50.8,27.611428571428572,34.3,23.3,7.085714285714286,55.4,82.0,5653634.0,1.4503945603836402e-05,3.5,30.7,77.6
2016.0,46.0,21.0,20.5,65.6,0.0,11.285714285714285,34.0,52.8,58.2,27.518095238095235,34.7,22.7,6.8571428571428585,53.3,71.0,5653634.0,1.2558294364297373e-05,3.5,30.7,77.6
2016.0,47.0,17.0,16.5,46.0,0.0,7.280000000000001,34.4,38.4,44.2,27.803999999999995,34.1,22.8,7.459999999999999,51.1,74.0,5653634.0,1.3088926520535287e-05,3.5,30.7,77.6
2016.0,48.0,35.0,24.5,45.4,0.0,6.8342857142857145,24.0,27.2,35.8,27.485714285714288,34.1,23.3,8.111428571428572,44.3,86.0,5653634.0,1.5211455145486954e-05,5.1,31.6,72.8
2016.0,49.0,30.0,29.0,33.4,0.0,4.947619047619047,31.8,32.8,33.4,27.87476190476191,34.7,23.0,7.958571428571429,50.8,59.0,5653634.0,1.0435765739345703e-05,5.1,31.6,72.8
2016.0,50.0,27.0,21.0,29.6,0.0,4.177142857142857,19.6,21.0,25.8,28.00000000000001,34.4,23.0,8.145714285714286,55.8,81.0,5653634.0,1.432706821842376e-05,5.1,31.6,72.8
2016.0,51.0,32.0,25.5,73.0,0.0,10.514285714285718,34.0,43.4,67.2,27.700571428571426,35.1,22.3,8.76,49.7,70.0,5653634.0,1.2381416978884732e-05,5.1,31.6,72.8
2016.0,52.0,35.0,26.0,53.5,0.0,5.413333333333332,32.5,46.0,52.5,26.880952380952376,33.5,22.8,8.927142857142858,47.9,64.0,5653634.0,1.1320152666408898e-05,5.1,31.6,72.8
2017.0,1.0,23.0,20.5,50.0,0.0,5.449285714285715,12.2,19.0,24.4,27.5725,34.5,22.8,7.698571428571428,45.4,70.0,5708041.0,1.226340175201965e-05,4.8,30.7,84.8
2017.0,2.0,33.0,26.5,26.4,0.0,4.765714285714285,23.4,24.0,25.0,28.005714285714284,34.3,21.8,7.957142857142857,49.7,90.0,5708041.0,1.5767230824025265e-05,4.8,30.7,84.8
2017.0,3.0,32.0,30.5,51.8,0.0,9.741428571428571,28.6,34.8,34.8,27.202857142857145,33.9,22.8,8.392857142857142,56.9,73.0,5708041.0,1.2788976112820492e-05,4.8,30.7,84.8
2017.0,4.0,43.0,34.0,97.6,0.0,12.9,44.0,61.0,70.2,26.325,32.9,22.8,9.165,55.1,63.0,5708041.0,1.1037061576817683e-05,4.8,30.7,84.8
2017.0,5.0,17.0,15.0,47.8,0.0,6.782857142857143,24.8,43.0,47.8,27.168571428571425,33.3,23.1,8.502857142857144,47.9,62.0,5708041.0,1.0861870123217405e-05,7.1,30.7,83.2
2017.0,6.0,23.0,18.0,53.2,0.0,5.908571428571428,25.2,42.6,47.4,27.134285714285717,33.6,23.5,9.840000000000002,67.3,77.0,5708041.0,1.3489741927221615e-05,7.1,30.7,83.2
2017.0,7.0,19.0,15.0,16.4,0.0,2.251428571428572,9.2,9.2,10.6,26.951428571428572,33.4,22.6,11.251428571428573,55.4,51.0,5708041.0,8.934764133614317e-06,7.1,30.7,83.2
2017.0,8.0,15.0,13.0,41.4,0.0,8.0,32.4,37.4,41.4,27.24571428571429,34.9,23.2,7.788571428571428,53.3,54.0,5708041.0,9.46033849441516e-06,7.1,30.7,83.2
2017.0,9.0,14.0,13.5,54.8,0.0,10.662857142857142,42.4,49.8,54.8,26.8,35.2,22.9,8.879999999999997,47.9,41.0,5708041.0,7.18284959761151e-06,6.1,31.1,82.5
2017.0,10.0,10.0,9.0,36.4,0.0,3.3428571428571434,20.2,32.8,36.4,27.242857142857147,33.2,23.7,8.131428571428572,68.8,32.0,5708041.0,5.6061265152089835e-06,6.1,31.1,82.5
2017.0,11.0,8.0,4.5,33.0,0.0,2.925714285714286,31.0,33.0,33.0,28.08571428571429,35.1,23.4,6.6228571428571446,37.4,34.0,5708041.0,5.956509422409545e-06,6.1,31.1,82.5
2017.0,12.0,1.0,1.0,47.8,0.0,5.411428571428572,34.0,45.6,47.6,28.154285714285717,35.2,23.6,7.545714285714285,53.6,32.0,5708041.0,5.6061265152089835e-06,6.1,31.1,82.5
2017.0,13.0,0.0,0.0,32.6,0.0,6.08,20.2,27.0,31.0,27.37666666666667,34.1,23.3,6.411428571428571,46.1,49.0,5708041.0,8.584381226413755e-06,5.3,31.8,83.5
2017.0,14.0,12.0,10.0,37.8,0.0,5.039999999999999,28.0,33.8,36.0,28.154285714285717,34.6,22.9,7.382857142857143,56.9,37.0,5708041.0,6.482083783210387e-06,5.3,31.8,83.5
2017.0,15.0,9.0,8.5,44.0,0.0,8.32,34.6,41.0,44.0,28.034285714285716,33.6,23.1,6.2,42.5,32.0,5708041.0,5.6061265152089835e-06,5.3,31.8,83.5
2017.0,16.0,7.0,7.0,102.0,0.0,13.738095238095234,60.4,90.8,98.8,28.17809523809523,34.4,23.0,6.318571428571428,49.7,51.0,5708041.0,8.934764133614317e-06,5.3,31.8,83.5
2017.0,17.0,8.0,7.0,42.8,0.0,6.09047619047619,28.2,39.4,42.2,27.947857142857146,34.8,22.8,6.754761904761906,50.8,37.0,5708041.0,6.482083783210387e-06,5.3,31.8,83.5
2017.0,18.0,4.0,3.5,35.2,0.0,6.682857142857142,23.4,27.0,30.0,28.510952380952386,33.4,23.6,5.9833333333333325,41.8,40.0,5708041.0,7.007658144011229e-06,5.9,31.4,82.8
2017.0,19.0,10.0,5.5,23.8,0.0,4.657142857142857,19.4,20.4,20.4,28.592857142857145,34.5,23.0,5.9678571428571425,42.8,48.0,5708041.0,8.409189772813475e-06,5.9,31.4,82.8
2017.0,20.0,11.0,10.5,27.2,0.0,3.755714285714286,23.4,26.6,27.2,29.30666666666667,34.6,24.1,7.1885714285714295,41.8,48.0,5708041.0,8.409189772813475e-06,5.9,31.4,82.8
2017.0,21.0,17.0,14.5,50.2,0.0,10.8,24.4,31.8,49.2,28.32857142857143,34.5,22.6,6.505714285714286,57.2,50.0,5708041.0,8.759572680014039e-06,5.9,31.4,82.8
2017.0,22.0,22.0,18.0,44.8,0.0,6.294857142857143,26.0,41.4,43.4,28.919142857142855,34.4,23.2,6.787857142857143,51.1,66.0,5708041.0,1.1562635937618527e-05,6.3,31.6,80.2
2017.0,23.0,25.0,24.5,99.6,0.0,4.19047619047619,65.2,92.0,99.6,29.260714285714286,34.4,23.8,6.9890476190476205,39.6,62.0,5708041.0,1.0861870123217405e-05,6.3,31.6,80.2
2017.0,24.0,21.0,19.0,31.2,0.0,5.51095238095238,27.4,30.2,31.0,28.57428571428572,34.4,23.2,6.323333333333332,47.5,78.0,5708041.0,1.3664933380821895e-05,6.3,31.6,80.2
2017.0,25.0,31.0,24.5,63.0,0.0,6.451428571428572,34.5,46.5,58.5,28.02190476190476,33.7,22.2,5.967142857142857,57.6,73.0,5708041.0,1.2788976112820492e-05,6.3,31.6,80.2
2017.0,26.0,35.0,31.66666666666667,25.8,0.0,6.251428571428571,23.4,25.6,25.6,28.312142857142852,33.5,23.2,5.798214285714287,36.0,75.0,5708041.0,1.3139359020021056e-05,7.0,31.0,79.6
2017.0,27.0,27.0,24.5,37.6,0.0,6.078095238095237,26.6,33.8,36.2,28.264,33.3,23.5,6.776190476190476,36.7,63.0,5708041.0,1.1037061576817683e-05,7.0,31.0,79.6
2017.0,28.0,22.0,18.0,48.0,0.0,7.9962857142857136,32.4,37.2,37.4,27.98971428571428,34.0,22.9,7.168000000000001,64.1,53.0,5708041.0,9.285147040814878e-06,7.0,31.0,79.6
2017.0,29.0,17.0,16.5,58.4,0.0,2.813333333333333,35.4,53.2,56.6,28.779999999999994,34.3,23.6,7.357142857142858,33.8,51.0,5708041.0,8.934764133614317e-06,7.0,31.0,79.6
2017.0,30.0,14.0,14.0,52.2,0.0,2.3765714285714283,36.0,42.2,47.4,29.041285714285717,34.5,22.7,8.169333333333334,66.6,65.0,5708041.0,1.1387444484018247e-05,7.0,31.0,79.6
2017.0,31.0,23.0,19.0,10.2,0.0,0.7285714285714285,6.6,7.8,10.0,29.27419047619048,34.4,25.2,8.206666666666667,44.3,60.0,5708041.0,1.0511487216016844e-05,6.1,31.0,79.9
2017.0,32.0,28.0,25.5,39.2,0.0,4.951428571428571,23.4,32.0,34.6,27.933809523809533,34.1,23.8,6.223809523809524,39.2,56.0,5708041.0,9.81072140161572e-06,6.1,31.0,79.9
2017.0,33.0,20.0,20.0,42.4,0.0,7.729999999999999,25.0,37.6,39.0,27.968000000000004,34.0,21.7,6.122857142857144,50.0,51.0,5708041.0,8.934764133614317e-06,6.1,31.0,79.9
2017.0,34.0,16.0,16.0,11.6,0.0,1.0685714285714285,11.2,11.6,11.6,28.47714285714286,33.9,23.6,6.911428571428571,41.8,51.0,5708041.0,8.934764133614317e-06,6.1,31.0,79.9
2017.0,35.0,23.0,17.0,16.6,0.0,2.3257142857142856,16.6,16.6,16.6,28.36857142857143,33.8,23.1,6.637142857142857,45.7,33.0,5708041.0,5.781317968809264e-06,5.7,31.2,81.0
2017.0,36.0,15.0,14.0,39.6,0.0,7.88,22.4,25.6,38.0,27.997142857142855,33.2,23.3,5.265714285714286,50.4,40.0,5708041.0,7.007658144011229e-06,5.7,31.2,81.0
2017.0,37.0,13.0,9.5,72.6,0.0,7.572857142857143,60.4,70.8,72.2,28.062857142857148,34.9,22.3,5.88,41.8,53.0,5708041.0,9.285147040814878e-06,5.7,31.2,81.0
2017.0,38.0,11.0,9.0,47.8,0.0,8.006857142857143,39.6,47.6,47.8,27.87619047619048,34.5,23.4,5.597142857142859,54.4,58.0,5708041.0,1.0161104308816282e-05,5.7,31.2,81.0
2017.0,39.0,9.0,6.5,78.6,0.0,6.595238095238094,49.6,72.6,78.0,28.307142857142853,35.2,22.9,5.134285714285714,72.4,39.0,5708041.0,6.832466690410949e-06,5.5,31.6,82.5
2017.0,40.0,16.0,9.5,45.8,0.0,5.234285714285714,37.4,45.2,45.6,27.640000000000004,34.6,22.8,5.074285714285714,39.6,51.0,5708041.0,8.934764133614317e-06,5.5,31.6,82.5
2017.0,41.0,21.0,21.0,92.8,0.0,10.114285714285717,32.2,47.0,47.8,28.17523809523809,35.0,23.0,5.797142857142857,55.1,55.0,5708041.0,9.63552994801544e-06,5.5,31.6,82.5
2017.0,42.0,18.0,16.333333333333332,93.0,0.0,6.6971428571428575,52.2,63.4,75.8,29.07714285714286,35.2,23.3,5.397142857142856,37.4,62.0,5708041.0,1.0861870123217405e-05,5.5,31.6,82.5
2017.0,43.0,29.0,29.0,21.6,0.0,3.2130952380952387,18.4,21.2,21.4,28.115476190476194,34.4,23.5,5.610714285714287,57.6,77.0,5708041.0,1.3489741927221615e-05,5.5,31.6,82.5
