Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Max PSI West,Avg PSI West
2018,2,Tuas South,2.0,2.0,2.0,22.2,4.0,11.133333333333333,14.2,18.2,22.2,24.399999999999995,30.7,22.2,7.983333333333332,34.6,61.0,41.40127388535032
2018,3,Tuas South,2.0,1.0,0.0,8.0,0.0,2.257142857142857,7.2,7.6,7.6,26.685714285714287,31.9,23.3,6.428571428571429,23.8,55.0,43.937888198757754
2018,4,Tuas South,0.0,0.0,0.0,66.2,0.0,11.314285714285715,21.6,31.2,39.6,27.2,32.5,23.3,6.371428571428571,32.8,55.0,45.64285714285714
2018,5,Tuas South,1.0,0.5,0.0,1.8,0.0,0.31428571428571433,1.0,1.6,1.8,27.78571428571429,32.4,24.8,7.3428571428571425,34.9,58.0,48.81168831168832
2018,6,Tuas South,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.285714285714285,32.9,24.2,7.4714285714285715,28.8,67.0,57.962732919254655
2018,7,Tuas South,0.0,0.0,0.0,1.8,0.0,0.3428571428571429,1.8,1.8,1.8,27.814285714285717,33.5,24.6,6.671428571428571,50.8,68.0,57.453416149068325
2018,8,Tuas South,0.0,0.0,0.0,5.8,0.0,0.9428571428571428,3.6,4.0,4.4,27.785714285714285,33.3,24.3,5.9,24.1,64.0,51.24666666666667
2018,9,Tuas South,0.0,0.0,0.0,18.4,0.0,7.0,14.4,16.0,18.4,27.92857142857143,32.7,24.3,5.5,32.4,56.0,51.53763440860215
2018,10,Tuas South,0.0,0.0,0.0,46.8,0.0,13.571428571428573,27.0,40.8,44.8,28.0,34.4,24.2,5.814285714285715,38.2,55.0,48.1
2018,11,Tuas South,0.0,0.0,0.0,22.0,0.0,4.142857142857143,19.0,21.6,22.0,28.428571428571423,33.7,23.5,4.814285714285715,30.6,58.0,54.71069182389938
2018,12,Tuas South,0.0,0.0,0.0,21.4,0.0,4.857142857142857,13.4,14.2,14.4,28.557142857142853,34.5,24.4,5.128571428571429,25.9,63.0,54.322981366459636
2018,13,Tuas South,1.0,1.0,1.0,38.4,0.0,7.457142857142857,30.6,36.4,37.2,27.42857142857143,32.9,24.0,6.185714285714287,41.4,65.0,51.9
2018,14,Tuas South,4.0,2.5,1.0,14.4,0.0,2.5714285714285716,14.0,14.2,14.4,28.714285714285715,33.3,25.1,5.042857142857144,29.5,67.0,60.371900826446286
2018,15,Tuas South,6.0,5.0,4.0,11.2,0.0,4.371428571428571,9.6,10.2,11.2,28.685714285714283,33.6,25.3,4.285714285714286,27.4,61.0,53.256410256410255
2018,16,Tuas South,12.0,8.0,4.0,35.8,0.0,12.171428571428573,26.0,33.0,35.2,27.414285714285718,32.6,23.5,4.114285714285715,38.9,55.0,47.366459627329185
2018,17,Tuas South,24.0,17.5,11.0,5.2,0.0,0.8857142857142858,1.2,2.4,4.0,28.82857142857143,33.5,24.0,5.142857142857143,26.6,63.0,57.83647798742138
2018,18,Tuas South,32.0,24.5,17.0,23.2,0.0,6.514285714285713,16.8,22.2,22.2,28.7,33.2,24.1,4.485714285714286,29.2,72.0,59.366459627329185
2018,19,Tuas South,27.0,25.5,24.0,43.2,0.0,10.142857142857142,24.0,33.0,39.4,29.542857142857148,34.0,24.5,3.9857142857142858,28.1,67.0,52.0248447204969
2018,20,Tuas South,20.0,15.0,10.0,42.0,0.0,17.457142857142856,33.0,37.6,41.0,27.942857142857147,32.4,24.5,4.5285714285714285,32.0,73.0,55.12422360248446
2018,21,Tuas South,15.0,11.5,8.0,35.8,0.0,15.96,26.0,27.0,32.2,28.42,32.9,24.6,5.119999999999999,36.0,75.0,56.75776397515528
2018,22,Tuas South,9.0,8.0,7.0,33.2,0.0,12.6,18.8,19.8,20.0,28.1,31.9,23.1,4.816666666666666,46.4,67.0,55.85
2018,23,Tuas South,3.0,2.5,2.0,7.6,0.0,1.257142857142857,7.2,7.6,7.6,29.914285714285718,33.1,24.1,5.3,46.1,69.0,59.17391304347826
2018,24,Tuas South,0.0,0.0,0.0,86.8,0.0,12.428571428571427,44.4,56.6,58.4,29.357142857142854,32.6,22.8,5.514285714285713,87.8,59.0,51.24223602484472
2018,25,Tuas South,2.0,1.5,1.0,68.0,7.4,27.73333333333333,22.8,24.6,34.2,27.83333333333333,30.8,23.6,5.266666666666667,47.2,61.0,49.3625
2018,26,Tuas South,3.0,2.0,1.0,19.2,0.0,8.742857142857144,15.0,18.2,19.2,27.17142857142857,30.7,23.3,6.385714285714287,52.6,55.0,42.71034482758621
2018,27,Tuas South,4.0,3.5,3.0,22.2,0.0,3.228571428571428,13.0,14.4,20.2,28.585714285714282,31.6,23.8,5.5,28.8,59.0,48.97841726618705
2018,28,Tuas South,2.0,1.0,0.0,9.4,0.0,3.457142857142857,9.2,9.4,9.4,28.485714285714288,32.8,22.6,6.328571428571428,40.7,65.0,53.60248447204968
2018,29,Tuas South,2.0,1.0,0.0,6.2,0.0,2.142857142857143,5.6,6.2,6.2,29.02857142857143,31.7,25.5,5.4,43.2,64.0,59.86013986013985
2018,30,Tuas South,1.0,0.5,0.0,9.8,0.0,1.4,9.2,9.2,9.2,29.17142857142857,32.8,24.0,5.142857142857143,38.2,63.0,57.49689440993789
2018,31,Tuas South,0.0,0.0,0.0,7.6,0.0,1.1142857142857143,3.4,6.8,7.4,28.114285714285717,31.6,24.6,5.671428571428572,35.3,63.0,54.24223602484472
2018,32,Tuas South,0.0,0.0,0.0,0.2,0.0,0.028571428571428574,0.2,0.2,0.2,28.82857142857143,32.8,23.4,6.328571428571428,40.0,67.0,59.75155279503105
2018,33,Tuas South,1.0,0.5,0.0,20.6,0.0,3.4857142857142853,17.4,20.4,20.6,29.37142857142857,32.8,23.8,5.285714285714286,33.8,66.0,60.675925925925924
2018,34,Tuas South,0.0,0.0,0.0,20.2,0.0,3.0,12.0,12.4,12.4,28.842857142857145,32.8,24.9,6.171428571428572,42.8,63.0,49.639751552795026
2018,35,Tuas South,1.0,0.5,0.0,7.2,0.0,1.1428571428571428,4.0,6.2,7.0,28.414285714285718,32.9,24.9,5.3285714285714265,39.6,70.0,58.125
2018,36,Tuas South,1.0,0.5,0.0,32.8,0.0,7.628571428571428,19.8,21.8,29.0,27.771428571428572,31.6,23.8,6.314285714285713,83.5,71.0,59.92546583850932
2018,37,Tuas South,0.0,0.0,0.0,7.4,0.0,1.8285714285714283,7.2,7.2,7.4,28.442857142857147,32.1,23.8,5.5,33.1,64.0,56.65625
2018,38,Tuas South,0.0,0.0,0.0,21.8,0.0,3.314285714285714,13.6,21.4,21.6,27.885714285714286,32.4,23.3,5.242857142857143,31.3,65.0,57.88
2018,39,Tuas South,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75714285714286,33.1,27.0,4.471428571428572,27.4,62.0,58.35625
2018,40,Tuas South,2.0,1.0,0.0,61.8,0.0,9.028571428571428,31.8,45.4,52.4,29.314285714285717,33.5,23.7,4.485714285714286,29.5,66.0,53.95031055900621
2018,41,Tuas South,1.0,0.5,0.0,28.0,2.6,13.142857142857142,18.8,22.2,24.2,26.728571428571428,30.4,23.8,5.885714285714285,40.7,62.0,48.86335403726707
2018,42,Tuas South,1.0,0.5,0.0,8.2,0.0,1.6,4.2,6.4,7.4,28.185714285714283,32.1,23.8,6.685714285714285,59.4,64.0,54.0253164556962
2018,43,Tuas South,0.0,0.0,0.0,69.2,0.0,11.457142857142856,38.2,63.2,69.0,27.885714285714286,31.9,24.2,5.014285714285714,27.4,75.0,61.20496894409938
2018,44,Tuas South,2.0,1.0,0.0,29.6,1.0,10.685714285714287,21.2,23.0,23.2,27.257142857142853,31.9,25.1,4.471428571428572,26.3,59.0,51.645569620253156
2018,45,Tuas South,1.0,1.0,1.0,62.8,0.2,18.285714285714285,33.8,46.6,58.2,27.54285714285714,32.5,24.1,5.828571428571429,29.5,60.0,45.70807453416149
2018,46,Tuas South,0.0,0.0,0.0,20.6,0.0,6.457142857142857,13.0,15.4,15.8,27.57142857142857,31.8,24.2,4.842857142857143,40.7,60.0,49.24844720496895
2018,47,Tuas South,2.0,1.0,0.0,110.8,0.2,19.4,31.4,37.2,64.4,27.74285714285714,32.5,23.2,6.085714285714286,37.4,60.0,50.40880503144654
2018,48,Tuas South,2.0,1.5,1.0,36.0,0.4,18.942857142857143,27.6,35.4,35.6,27.45714285714286,31.8,23.2,5.5857142857142845,47.2,53.0,41.64596273291925
2018,49,Tuas South,2.0,2.0,2.0,35.2,2.8,16.2,27.4,33.2,34.0,27.08571428571429,31.3,23.8,4.614285714285714,37.8,49.0,39.01242236024845
2018,50,Tuas South,5.0,3.5,2.0,27.8,0.2,8.028571428571428,21.8,25.0,25.0,26.957142857142852,31.1,24.1,5.7,48.6,51.0,38.8
2018,51,Tuas South,6.0,5.0,4.0,7.4,0.0,1.0857142857142859,4.0,7.0,7.4,28.385714285714283,32.8,25.3,5.728571428571428,33.1,69.0,50.79617834394905
2018,52,Tuas South,8.0,6.0,3.0,5.0,0.0,1.7,3.8,4.2,4.4,28.4125,32.1,24.1,7.275,60.8,68.0,55.962732919254655
2019,1,Tuas South,12.0,12.0,12.0,16.0,0.0,2.7,13.6,13.6,13.6,28.9,33.2,24.1,7.683333333333333,38.2,64.0,51.18840579710145
2019,2,Tuas South,30.0,22.0,14.0,31.2,0.0,5.2,27.0,29.2,31.2,28.442857142857147,33.8,24.3,5.928571428571429,28.8,43.0,36.4472049689441
2019,3,Tuas South,26.0,25.0,24.0,17.6,0.0,4.971428571428572,11.0,11.0,11.2,27.628571428571433,32.6,24.1,6.371428571428572,35.6,54.0,41.15822784810127
2019,4,Tuas South,24.0,21.5,19.0,0.2,0.0,0.028571428571428574,0.2,0.2,0.2,28.07142857142857,32.5,25.6,6.942857142857143,34.9,55.0,48.064516129032256
2019,5,Tuas South,12.0,12.0,12.0,10.0,0.0,1.6285714285714286,4.2,6.6,8.8,28.12857142857143,33.7,25.8,6.128571428571428,44.3,49.0,39.57534246575342
2019,6,Tuas South,,,,31.2,0.0,5.4,18.6,28.6,31.2,28.342857142857138,33.6,24.2,6.185714285714285,37.4,49.0,37.266129032258064
2019,7,Tuas South,,,,1.6,0.0,0.2285714285714286,1.6,1.6,1.6,28.557142857142853,33.9,25.3,6.471428571428571,26.3,54.0,44.57142857142857
2019,8,Tuas South,,,,14.0,0.0,3.5142857142857147,12.2,13.6,14.0,28.17142857142857,33.9,23.3,5.257142857142857,50.8,55.0,47.39490445859872
2019,9,Tuas South,,,,1.8,0.0,0.2571428571428572,1.8,1.8,1.8,28.92857142857143,33.9,25.8,5.871428571428572,29.9,54.0,46.465838509316775
2019,10,Tuas South,,,,3.4,0.0,0.6285714285714287,2.8,2.8,3.4,28.942857142857147,33.6,25.8,5.042857142857144,30.6,58.0,52.54037267080746
2019,11,Tuas South,,,,7.8,0.0,1.8,7.4,7.8,7.8,28.585714285714282,34.3,25.0,6.014285714285713,40.3,55.0,52.08125
2019,12,Tuas South,,,,2.0,0.0,0.2857142857142857,1.4,2.0,2.0,29.4,34.7,25.0,6.2714285714285705,28.8,61.0,55.094339622641506
2019,13,Tuas South,,,,56.6,0.0,11.857142857142858,47.4,56.2,56.6,29.114285714285717,35.5,23.1,5.114285714285714,53.3,72.0,55.98757763975155
2019,14,Tuas South,3.0,3.0,3.0,43.6,0.0,11.571428571428573,21.8,37.0,41.2,28.614285714285717,33.7,23.0,5.814285714285715,64.1,68.0,49.509316770186345
2019,15,Tuas South,0.0,0.0,0.0,0.6,0.0,0.14285714285714285,0.4,0.4,0.4,29.25714285714286,34.4,26.7,4.628571428571427,33.8,62.0,51.180124223602476
2019,16,Tuas South,0.0,0.0,0.0,1.4,0.0,0.4666666666666666,1.4,1.4,1.4,29.95000000000001,34.4,26.0,5.033333333333333,24.8,64.0,54.653846153846146
2019,17,Tuas South,1.0,1.0,1.0,,,,,,,,,,,,58.0,50.8
2019,18,Tuas South,0.0,0.0,0.0,8.6,0.0,2.56,8.4,8.6,8.6,29.52,33.2,24.9,5.68,46.4,74.0,60.335403726708066
2019,19,Tuas South,2.0,2.0,2.0,98.4,0.0,17.400000000000002,52.6,60.6,61.6,29.5,33.1,23.4,7.442857142857144,61.6,63.0,50.7639751552795
2019,20,Tuas South,10.0,10.0,10.0,61.8,0.0,13.028571428571427,41.0,57.2,61.8,28.52857142857143,33.2,23.8,5.5,47.5,66.0,55.534161490683225
2019,21,Tuas South,11.0,11.0,11.0,19.2,0.0,3.171428571428572,17.6,18.0,18.6,29.014285714285716,32.9,24.9,5.514285714285713,36.4,56.0,45.92356687898089
2019,22,Tuas South,12.0,12.0,12.0,54.4,0.0,19.0,31.4,39.2,47.4,29.066666666666666,32.6,24.2,4.6000000000000005,28.8,54.0,40.19254658385093
2019,23,Tuas South,9.0,7.0,5.0,28.6,0.0,8.600000000000001,12.0,16.4,17.2,27.875,31.7,24.3,4.9,27.7,56.0,47.85093167701864
2019,24,Tuas South,19.0,19.0,19.0,8.8,0.0,2.266666666666667,2.4,3.8,4.0,28.95,32.5,25.2,6.7666666666666675,37.4,49.0,37.906666666666666
2019,25,Tuas South,23.0,23.0,23.0,74.8,0.0,17.885714285714286,40.6,56.6,66.8,28.15,31.4,23.4,5.257142857142857,40.0,48.0,39.46153846153846
2019,26,Tuas South,22.0,22.0,22.0,5.6,0.0,1.0666666666666669,3.0,5.4,5.4,29.0,32.1,25.9,5.0,50.4,58.0,50.7
2019,27,Tuas South,18.0,15.5,13.0,0.2,0.0,0.05,0.2,0.2,0.2,29.46666666666667,32.2,26.1,4.5,33.1,60.0,51.98136645962733
2019,28,Tuas South,24.0,24.0,24.0,7.6,0.0,1.2666666666666666,6.8,7.6,7.6,29.6,32.3,27.7,3.7833333333333337,88.2,57.0,47.633540372670815
2019,29,Tuas South,32.0,32.0,32.0,6.4,0.0,0.9142857142857144,3.8,4.8,6.4,28.97142857142857,32.4,25.1,5.614285714285713,46.8,57.0,53.467105263157904
2019,30,Tuas South,39.0,39.0,39.0,12.8,0.0,1.8285714285714287,5.6,9.0,10.0,28.771428571428572,32.3,23.8,4.942857142857141,33.8,57.0,51.44303797468354
2019,31,Tuas South,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.585714285714282,33.1,27.5,5.242857142857141,34.6,60.0,55.0625
2019,32,Tuas South,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,29.357142857142854,32.4,27.7,5.2,36.0,65.0,61.24223602484472
2019,33,Tuas South,20.0,20.0,20.0,0.2,0.0,0.028571428571428574,0.2,0.2,0.2,29.614285714285717,33.1,27.1,5.128571428571429,36.4,61.0,57.94375
2019,34,Tuas South,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.585714285714282,33.8,27.5,5.1000000000000005,34.6,61.0,55.31847133757961
2019,35,Tuas South,14.0,14.0,14.0,19.8,0.0,2.9714285714285715,11.6,11.6,11.6,28.585714285714282,32.9,24.7,6.671428571428572,54.4,76.0,59.931677018633536
2019,36,Tuas South,5.0,5.0,5.0,19.0,0.0,2.7142857142857144,11.2,17.4,18.6,29.442857142857147,32.7,24.6,4.471428571428572,31.3,67.0,62.267080745341616
2019,37,Tuas South,2.0,2.0,2.0,0.4,0.0,0.05714285714285715,0.4,0.4,0.4,29.37142857142857,33.2,27.1,4.9,30.2,111.0,82.68354430379746
2019,38,Tuas South,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,33.3,27.1,4.571428571428573,28.8,131.0,90.54037267080746
2019,39,Tuas South,13.0,13.0,13.0,39.8,0.0,10.8,14.6,23.6,28.2,28.2,34.9,24.0,4.642857142857143,42.8,118.0,75.1304347826087
2019,40,Tuas South,11.0,11.0,11.0,30.4,0.0,6.057142857142857,24.8,29.8,30.2,27.728571428571428,32.4,23.4,4.842857142857143,36.0,64.0,55.28571428571429
2019,41,Tuas South,11.0,11.0,11.0,27.0,0.0,9.685714285714283,14.8,23.0,27.0,28.0,33.4,24.7,4.257142857142857,31.0,64.0,57.635220125786155
2019,42,Tuas South,11.0,11.0,11.0,16.2,0.0,2.3714285714285706,7.4,9.2,10.6,28.385714285714286,32.8,25.0,4.428571428571429,28.4,64.0,55.73913043478261
2019,43,Tuas South,10.0,10.0,10.0,74.0,0.0,17.314285714285713,32.4,40.8,42.4,27.45714285714286,32.8,23.6,5.1571428571428575,29.5,65.0,56.12578616352202
2019,44,Tuas South,12.0,12.0,12.0,25.4,0.0,4.6571428571428575,24.0,24.8,25.2,28.42857142857143,32.3,23.4,7.757142857142857,51.8,74.0,59.664596273291934
2019,45,Tuas South,31.0,31.0,31.0,42.2,0.0,6.342857142857143,27.0,35.4,39.8,28.97142857142857,32.9,24.0,6.5857142857142845,60.8,80.0,72.65
2019,46,Tuas South,46.0,46.0,46.0,14.8,0.0,2.9428571428571435,13.4,13.8,14.8,28.314285714285717,33.0,25.2,5.414285714285714,29.9,,
2019,47,Tuas South,47.0,47.0,47.0,34.6,0.0,8.62857142857143,24.0,32.0,33.0,27.114285714285717,33.0,24.2,5.0,74.5,,
2019,48,Tuas South,40.0,40.0,40.0,32.4,0.2,8.428571428571429,12.6,19.4,22.6,27.614285714285717,32.9,23.8,5.6571428571428575,40.7,,
2019,49,Tuas South,23.0,23.0,23.0,15.0,0.0,2.2857142857142856,6.8,9.0,11.2,27.771428571428572,32.8,24.0,6.542857142857144,42.8,,
2019,50,Tuas South,7.0,7.0,7.0,46.6,0.0,16.0,13.4,22.2,25.0,25.52857142857143,31.3,23.2,6.5857142857142845,101.9,,
2019,51,Tuas South,10.0,10.0,10.0,62.0,0.0,13.771428571428574,32.2,48.2,58.8,27.133333333333336,31.7,24.9,5.7142857142857135,28.8,,
2019,52,Tuas South,12.0,12.0,12.0,15.6,0.0,1.8444444444444448,9.4,11.2,14.2,27.91111111111111,32.8,25.3,6.877777777777778,29.2,,
