Year,Week,Max National,Avg National,Max South,Avg South,Max North,Avg North,Max East,Avg East,Max Central,Avg Central,Max West,Avg West
2017.0,49.0,60.0,46.40372670807454,63.0,52.61490683229814,64.0,53.59627329192546,59.0,46.09316770186335,64.0,48.30434782608695,64.0,45.22981366459627
2017.0,50.0,61.0,54.81987577639752,63.0,57.993788819875775,63.0,59.53416149068323,63.0,57.11180124223603,60.0,54.440993788819874,58.0,54.68944099378882
2017.0,51.0,59.0,49.70063694267516,59.0,52.11464968152866,63.0,55.71974522292994,63.0,54.29936305732484,57.0,48.847133757961785,54.0,46.503184713375795
2018.0,1.0,62.0,34.69021739130435,62.0,46.79891304347826,57.0,43.27173913043478,57.0,39.07065217391305,58.0,39.82065217391305,62.0,42.97826086956522
2018.0,2.0,55.0,31.070063694267517,61.0,42.30573248407644,54.0,38.745222929936304,52.0,33.038216560509554,52.0,31.78980891719745,61.0,41.40127388535032
2018.0,3.0,46.0,35.90683229813665,57.0,47.391304347826086,57.0,47.37888198757764,54.0,41.69565217391305,53.0,39.67080745341615,55.0,43.93788819875776
2018.0,4.0,43.0,33.798701298701296,55.0,49.532467532467535,52.0,46.83766233766234,54.0,41.0,51.0,38.98701298701299,55.0,45.642857142857146
2018.0,5.0,58.0,41.11038961038961,59.0,53.51298701298701,55.0,47.642857142857146,59.0,53.285714285714285,58.0,43.08441558441559,58.0,48.811688311688314
2018.0,6.0,63.0,55.40372670807454,72.0,62.50931677018634,66.0,57.94409937888199,70.0,62.01863354037267,72.0,60.80124223602485,67.0,57.962732919254655
2018.0,7.0,64.0,56.453416149068325,73.0,61.37888198757764,69.0,56.34782608695652,71.0,61.22981366459627,73.0,61.01863354037267,68.0,57.453416149068325
2018.0,8.0,63.0,46.29333333333334,69.0,55.22666666666667,65.0,44.98,69.0,53.68666666666667,69.0,54.26,64.0,51.24666666666667
2018.0,9.0,57.0,47.44086021505376,58.0,55.096774193548384,54.0,44.67741935483871,57.0,48.27956989247312,58.0,54.81720430107527,56.0,51.53763440860215
2018.0,10.0,53.0,44.7,57.0,51.0,56.0,45.06666666666667,54.0,46.64,57.0,49.7,55.0,48.1
2018.0,11.0,57.0,50.911949685534594,58.0,55.36477987421384,57.0,51.35220125786164,57.0,50.56603773584906,58.0,54.471698113207545,58.0,54.710691823899374
2018.0,12.0,58.0,49.285714285714285,65.0,55.49068322981366,65.0,49.72670807453416,62.0,50.58385093167702,63.0,52.453416149068325,63.0,54.32298136645963
2018.0,13.0,61.0,47.46875,76.0,59.33125,72.0,54.54375,69.0,53.7125,76.0,58.71875,65.0,51.9
2018.0,14.0,62.0,56.36363636363637,75.0,64.46280991735537,70.0,60.40495867768595,67.0,58.77685950413223,75.0,64.46280991735537,67.0,60.37190082644628
2018.0,15.0,53.0,46.85470085470085,64.0,55.68376068376068,59.0,49.02564102564103,64.0,51.572649572649574,61.0,54.22222222222222,61.0,53.256410256410255
2018.0,16.0,60.0,42.47204968944099,60.0,54.037267080745345,56.0,46.94409937888199,59.0,51.75155279503105,59.0,52.149068322981364,55.0,47.36645962732919
2018.0,17.0,60.0,52.918238993710695,66.0,60.465408805031444,60.0,54.18867924528302,65.0,57.710691823899374,66.0,57.509433962264154,63.0,57.83647798742138
2018.0,18.0,66.0,53.83229813664596,72.0,61.18012422360248,64.0,51.63354037267081,65.0,57.0,67.0,58.06832298136646,72.0,59.36645962732919
2018.0,19.0,58.0,42.07453416149068,67.0,53.19875776397515,59.0,42.7639751552795,61.0,47.8944099378882,61.0,49.838509316770185,67.0,52.024844720496894
2018.0,20.0,60.0,46.17391304347826,84.0,58.409937888198755,77.0,45.50931677018634,84.0,55.714285714285715,83.0,54.01863354037267,73.0,55.12422360248447
2018.0,21.0,63.0,46.66459627329193,83.0,61.34782608695652,74.0,52.453416149068325,83.0,55.58385093167702,79.0,55.130434782608695,75.0,56.75776397515528
2018.0,22.0,75.0,49.08125,75.0,59.2125,70.0,52.0,70.0,57.59375,73.0,55.81875,67.0,55.85
2018.0,23.0,72.0,55.09316770186335,73.0,62.33540372670807,66.0,54.422360248447205,71.0,59.79503105590062,73.0,61.49689440993789,69.0,59.17391304347826
2018.0,24.0,57.0,46.11801242236025,63.0,55.683229813664596,57.0,45.45962732919255,62.0,53.75776397515528,63.0,53.88198757763975,59.0,51.24223602484472
2018.0,25.0,58.0,43.0625,67.0,53.4125,63.0,44.23125,67.0,52.9,62.0,51.425,61.0,49.3625
2018.0,26.0,54.0,36.55172413793103,55.0,45.289655172413795,51.0,35.724137931034484,52.0,42.51724137931034,52.0,37.6551724137931,55.0,42.710344827586205
2018.0,27.0,60.0,48.65467625899281,66.0,53.76258992805755,61.0,46.093525179856115,63.0,50.62589928057554,66.0,52.67625899280576,59.0,48.97841726618705
2018.0,28.0,63.0,49.67080745341615,74.0,59.68944099378882,68.0,51.7888198757764,66.0,52.42857142857143,74.0,59.57142857142857,65.0,53.60248447204969
2018.0,29.0,62.0,58.35664335664335,71.0,65.7062937062937,66.0,61.43356643356643,64.0,60.60839160839161,71.0,65.7062937062937,64.0,59.86013986013986
2018.0,30.0,64.0,55.72670807453416,73.0,62.16770186335404,63.0,56.06832298136646,64.0,57.56521739130435,73.0,62.11180124223603,63.0,57.49689440993789
2018.0,31.0,59.0,49.732919254658384,70.0,58.08074534161491,63.0,53.81366459627329,61.0,53.608695652173914,70.0,57.3416149068323,63.0,54.24223602484472
2018.0,32.0,65.0,57.33540372670807,70.0,62.15527950310559,67.0,60.72049689440994,67.0,59.807453416149066,70.0,62.024844720496894,67.0,59.75155279503105
2018.0,33.0,64.0,58.2037037037037,70.0,63.51851851851852,67.0,61.351851851851855,66.0,60.99074074074074,70.0,63.379629629629626,66.0,60.675925925925924
2018.0,34.0,63.0,49.18633540372671,67.0,55.962732919254655,63.0,53.838509316770185,65.0,54.60248447204969,67.0,55.38509316770186,63.0,49.63975155279503
2018.0,35.0,68.0,54.30625,70.0,59.61875,62.0,52.5125,64.0,56.18125,65.0,55.5125,70.0,58.125
2018.0,36.0,71.0,56.59627329192546,71.0,61.08074534161491,64.0,53.88198757763975,69.0,59.161490683229815,67.0,57.95652173913044,71.0,59.92546583850932
2018.0,37.0,65.0,56.975,67.0,59.55,64.0,54.86875,67.0,57.44375,66.0,58.1875,64.0,56.65625
2018.0,38.0,64.0,55.49333333333333,69.0,60.04,66.0,52.92666666666667,65.0,56.94,69.0,55.22666666666667,65.0,57.88
2018.0,39.0,65.0,59.875,66.0,61.1125,64.0,59.175,61.0,58.80625,66.0,59.73125,62.0,58.35625
2018.0,40.0,66.0,59.88198757763975,71.0,62.60248447204969,63.0,59.09316770186335,71.0,60.27950310559006,68.0,61.850931677018636,66.0,53.95031055900621
2018.0,41.0,54.0,38.91925465838509,65.0,55.38509316770186,62.0,53.31055900621118,60.0,49.53416149068323,65.0,53.590062111801245,62.0,48.86335403726708
2018.0,42.0,63.0,47.436708860759495,67.0,59.06962025316456,67.0,56.379746835443036,66.0,55.18987341772152,66.0,57.879746835443036,64.0,54.0253164556962
2018.0,43.0,69.0,57.34782608695652,80.0,64.26086956521739,75.0,61.47204968944099,75.0,60.87577639751553,80.0,62.93167701863354,75.0,61.20496894409938
2018.0,44.0,55.0,46.32911392405063,61.0,54.31012658227848,60.0,51.34177215189873,59.0,51.78481012658228,61.0,52.4746835443038,59.0,51.64556962025316
2018.0,45.0,63.0,38.24844720496895,69.0,53.857142857142854,66.0,50.75155279503105,64.0,48.92546583850932,69.0,51.03105590062112,60.0,45.70807453416149
2018.0,46.0,60.0,41.05590062111801,62.0,54.91304347826087,62.0,51.409937888198755,61.0,51.36024844720497,59.0,51.0,60.0,49.24844720496895
2018.0,47.0,53.0,38.742138364779876,63.0,53.503144654088054,63.0,52.056603773584904,54.0,47.106918238993714,57.0,50.672955974842765,60.0,50.40880503144654
2018.0,48.0,52.0,35.58385093167702,58.0,49.31055900621118,58.0,48.88198757763975,55.0,45.63975155279503,56.0,47.73913043478261,53.0,41.64596273291925
2018.0,49.0,51.0,34.2111801242236,57.0,49.42857142857143,54.0,47.5527950310559,56.0,45.84472049689441,57.0,48.60248447204969,49.0,39.01242236024845
2018.0,50.0,31.0,26.0,53.0,45.6,52.0,44.1125,53.0,43.20625,52.0,43.26875,51.0,38.8
2018.0,51.0,60.0,40.33757961783439,69.0,53.72611464968153,65.0,49.56687898089172,63.0,47.7515923566879,69.0,51.17197452229299,69.0,50.796178343949045
2018.0,52.0,60.0,46.11801242236025,69.0,58.16770186335404,66.0,57.06211180124224,62.0,53.857142857142854,69.0,57.745341614906835,68.0,55.962732919254655
2019.0,1.0,65.0,45.05072463768116,70.0,54.77536231884058,67.0,51.92028985507246,63.0,50.79710144927536,70.0,53.905797101449274,64.0,51.18840579710145
2019.0,2.0,39.0,32.0,53.0,49.18012422360248,50.0,44.94409937888199,52.0,44.06211180124224,53.0,48.65217391304348,43.0,36.4472049689441
2019.0,3.0,53.0,34.392405063291136,55.0,48.69620253164557,54.0,48.12658227848101,53.0,41.9873417721519,55.0,46.677215189873415,54.0,41.15822784810127
2019.0,4.0,54.0,45.70967741935484,61.0,53.561290322580646,56.0,50.70967741935484,59.0,49.66451612903226,61.0,52.0258064516129,55.0,48.064516129032256
2019.0,5.0,41.0,30.938356164383563,58.0,52.034246575342465,58.0,47.75342465753425,49.0,42.21917808219178,54.0,50.82876712328767,49.0,39.57534246575342
2019.0,6.0,39.0,26.766129032258064,68.0,54.83870967741935,68.0,51.20967741935484,51.0,42.53225806451613,54.0,51.83870967741935,49.0,37.266129032258064
2019.0,7.0,51.0,36.2360248447205,56.0,52.95652173913044,56.0,45.714285714285715,52.0,46.577639751552795,56.0,51.24844720496895,54.0,44.57142857142857
2019.0,8.0,53.0,46.49044585987261,57.0,54.18471337579618,54.0,50.13375796178344,57.0,52.4203821656051,56.0,53.5796178343949,55.0,47.394904458598724
2019.0,9.0,53.0,44.05590062111801,58.0,55.18012422360248,56.0,51.714285714285715,58.0,54.46583850931677,58.0,54.50310559006211,54.0,46.46583850931677
2019.0,10.0,58.0,52.92546583850932,70.0,59.77018633540373,64.0,54.81366459627329,70.0,57.546583850931675,67.0,58.7639751552795,58.0,52.54037267080745
2019.0,11.0,59.0,48.13125,63.0,56.66875,63.0,55.18125,58.0,54.33125,61.0,55.83125,55.0,52.08125
2019.0,12.0,65.0,52.59119496855346,74.0,61.23270440251572,68.0,59.57232704402516,64.0,58.100628930817614,74.0,60.716981132075475,61.0,55.094339622641506
2019.0,13.0,61.0,54.68944099378882,77.0,62.77639751552795,74.0,58.40372670807454,67.0,59.440993788819874,77.0,61.515527950310556,72.0,55.98757763975155
2019.0,14.0,58.0,44.745341614906835,71.0,55.43478260869565,70.0,53.3416149068323,66.0,53.61490683229814,71.0,52.962732919254655,68.0,49.50931677018634
2019.0,15.0,64.0,52.60248447204969,68.0,57.993788819875775,66.0,54.18633540372671,64.0,53.06211180124224,68.0,57.42857142857143,62.0,51.18012422360248
2019.0,16.0,64.0,52.493589743589745,66.0,55.94230769230769,63.0,50.84615384615385,61.0,50.97435897435897,66.0,53.68589743589744,64.0,54.65384615384615
2019.0,17.0,61.0,47.98571428571429,69.0,55.69285714285714,60.0,50.77142857142857,62.0,52.48571428571429,69.0,54.97142857142857,58.0,50.8
2019.0,18.0,78.0,60.149068322981364,81.0,64.19254658385093,70.0,55.77018633540373,81.0,62.49689440993789,76.0,60.67701863354037,74.0,60.33540372670807
2019.0,19.0,62.0,43.807453416149066,64.0,54.975155279503106,64.0,54.50310559006211,63.0,51.81987577639752,64.0,52.37267080745342,63.0,50.7639751552795
2019.0,20.0,63.0,47.590062111801245,66.0,56.24844720496895,61.0,53.37267080745342,66.0,53.18633540372671,58.0,51.41614906832298,66.0,55.53416149068323
2019.0,21.0,55.0,45.23566878980892,57.0,47.65605095541401,53.0,40.203821656050955,57.0,39.31210191082803,54.0,39.847133757961785,56.0,45.92356687898089
2019.0,22.0,52.0,35.36024844720497,54.0,43.32919254658385,51.0,34.142857142857146,51.0,37.03105590062112,42.0,34.2360248447205,54.0,40.192546583850934
2019.0,23.0,53.0,41.47826086956522,56.0,49.73913043478261,55.0,38.60248447204969,55.0,44.62111801242236,56.0,43.24223602484472,56.0,47.850931677018636
2019.0,24.0,52.0,34.1,52.0,41.36666666666667,47.0,34.32,52.0,38.96,52.0,39.653333333333336,49.0,37.906666666666666
2019.0,25.0,52.0,37.55769230769231,52.0,42.37179487179487,42.0,35.21153846153846,52.0,39.07051282051282,51.0,37.532051282051285,48.0,39.46153846153846
2019.0,26.0,62.0,51.58125,62.0,54.1,57.0,51.19375,57.0,50.80625,61.0,53.225,58.0,50.7
2019.0,27.0,62.0,51.49068322981366,64.0,56.07453416149068,61.0,53.64596273291925,63.0,50.40372670807454,64.0,53.50931677018634,60.0,51.98136645962733
2019.0,28.0,54.0,47.130434782608695,57.0,52.18012422360248,55.0,48.16770186335404,52.0,45.66459627329193,52.0,49.24844720496895,57.0,47.63354037267081
2019.0,29.0,59.0,54.9078947368421,59.0,56.276315789473685,58.0,55.21052631578947,57.0,54.026315789473685,59.0,55.671052631578945,57.0,53.4671052631579
2019.0,30.0,57.0,53.075949367088604,57.0,54.15822784810127,56.0,50.18354430379747,55.0,49.74683544303797,52.0,45.822784810126585,57.0,51.44303797468354
2019.0,31.0,61.0,56.03125,64.0,57.61875,62.0,56.55,64.0,56.1375,62.0,56.35,60.0,55.0625
2019.0,32.0,67.0,62.45962732919255,70.0,65.17391304347827,67.0,63.59627329192546,65.0,61.52795031055901,70.0,65.0248447204969,65.0,61.24223602484472
2019.0,33.0,63.0,58.8,66.0,60.45625,63.0,58.78125,64.0,58.91875,66.0,59.38125,61.0,57.94375
2019.0,34.0,62.0,56.547770700636946,64.0,59.28025477707006,61.0,57.32484076433121,62.0,57.35031847133758,64.0,59.28025477707006,61.0,55.318471337579616
2019.0,35.0,81.0,61.850931677018636,81.0,63.29192546583851,68.0,60.391304347826086,73.0,60.27950310559006,75.0,61.61490683229814,76.0,59.93167701863354
2019.0,36.0,71.0,65.36645962732919,73.0,66.92546583850931,68.0,63.88198757763975,69.0,63.515527950310556,73.0,66.86335403726709,67.0,62.267080745341616
2019.0,37.0,124.0,88.00632911392405,124.0,92.18987341772151,108.0,86.4113924050633,109.0,83.45569620253164,121.0,91.49367088607595,111.0,82.68354430379746
2019.0,38.0,135.0,95.3913043478261,154.0,101.3167701863354,145.0,94.48447204968944,131.0,91.2919254658385,154.0,100.59627329192547,131.0,90.54037267080746
2019.0,39.0,118.0,78.01863354037268,129.0,82.8944099378882,123.0,78.78260869565217,119.0,76.75776397515529,129.0,81.95031055900621,118.0,75.1304347826087
2019.0,40.0,64.0,56.149068322981364,67.0,58.608695652173914,67.0,55.701863354037265,63.0,54.31055900621118,62.0,53.52795031055901,64.0,55.285714285714285
2019.0,41.0,67.0,58.83647798742138,69.0,60.24528301886792,64.0,54.716981132075475,69.0,57.9874213836478,68.0,55.59748427672956,64.0,57.63522012578616
2019.0,42.0,65.0,57.18012422360248,67.0,59.18012422360248,67.0,55.6583850931677,66.0,58.01242236024845,65.0,55.09316770186335,64.0,55.73913043478261
2019.0,43.0,69.0,50.276729559748425,69.0,58.15094339622642,68.0,55.509433962264154,65.0,54.9937106918239,67.0,54.9748427672956,65.0,56.125786163522015
2019.0,44.0,73.0,56.683229813664596,75.0,64.11180124223603,73.0,62.43478260869565,73.0,59.975155279503106,75.0,62.422360248447205,74.0,59.66459627329193
2019.0,45.0,81.0,66.63333333333334,88.0,77.53333333333333,88.0,75.76666666666667,78.0,70.68333333333334,86.0,75.9,80.0,72.65
